fir_case_number,accused_full_name,role
KAR/BEN/2024/1500,Gaurav Comar,Co-conspirator
KAR/CHI/2024/1240,Finn Ravi,Accomplice
KAR/BAL/2024/1289,Lekha Kaur,Co-conspirator
KAR/BEN/2024/1058,Christopher Kade,Primary Suspect
KAR/KAL/2024/0739,Vidhi Gaba,Accomplice
KAR/BID/2024/2145,Naveen Nigam,Primary Suspect
KAR/BEN/2024/1011,Rehaan Menon,Accomplice
KAR/BID/2024/0559,Veer Edwin,Primary Suspect
KAR/BEN/2024/2113,Kavya Wason,Accomplice
KAR/DAV/2024/0235,Kritika Edwin,Primary Suspect
KAR/BEN/2024/1901,Frado Jha,Co-conspirator
KAR/BEN/2024/0566,Abhimanyu Suresh,Co-conspirator
KAR/MAN/2024/1237,Frado Pradhan,Co-conspirator
KAR/RAI/2024/0123,Panini Narayanan,Primary Suspect
KAR/DAV/2024/0549,Samarth Sachar,Accomplice
KAR/BEN/2024/0722,Rehaan Raman,Co-conspirator
KAR/BEL/2024/2406,Ranveer Parmer,Primary Suspect
KAR/BEL/2024/1411,Gopal Bobal,Co-conspirator
KAR/BEN/2024/1786,William Parikh,Primary Suspect
KAR/MAN/2024/0432,Sudiksha Rastogi,Primary Suspect
KAR/BEL/2024/1331,Gaurav Chhabra,Co-conspirator
KAR/RAI/2024/0056,George Ravel,Accomplice
KAR/MAN/2024/2491,Theodore Tella,Accomplice
KAR/DAV/2024/1033,Ishaan Rau,Accomplice
KAR/SHI/2024/0348,Hritik Banerjee,Primary Suspect
KAR/CHI/2024/0901,Ekalinga Gandhi,Co-conspirator
KAR/BEN/2024/0535,Luke Khurana,Co-conspirator
KAR/BEN/2024/0997,Jagrati Thaman,Primary Suspect
KAR/BEN/2024/0162,Yatin Upadhyay,Primary Suspect
KAR/BEL/2024/1325,Warhi Dutta,Accomplice
KAR/HUB/2024/0406,Darsh Sagar,Accomplice
KAR/BEN/2024/1658,Jagvi Misra,Co-conspirator
KAR/BEN/2024/0287,Naveen Brar,Accomplice
KAR/HUB/2024/1056,Nandini Vora,Primary Suspect
KAR/BEN/2024/1658,Rohan Dugar,Co-conspirator
KAR/VIJ/2024/0021,Mohammed Kade,Primary Suspect
KAR/BEN/2024/0300,Imaran Aggarwal,Co-conspirator
KAR/BEN/2024/0579,Shivansh Kala,Primary Suspect
KAR/UDU/2024/2196,Kiaan Dayal,Accomplice
KAR/BEN/2024/0015,Faris Kuruvilla,Accomplice
KAR/VIJ/2024/0569,Karan Gopal,Primary Suspect
KAR/MAN/2024/0609,Avi Bhandari,Accomplice
KAR/BAL/2024/1363,Qarin Sura,Accomplice
KAR/BEN/2024/0371,Wriddhish Raval,Accomplice
KAR/BEN/2024/0742,Faqid Kanda,Accomplice
KAR/BEN/2024/2482,Faras Dubey,Primary Suspect
KAR/TUM/2024/1137,Kalpit Dhar,Primary Suspect
KAR/MYS/2024/1048,Champak Magar,Accomplice
KAR/BID/2024/1080,Siya Mishra,Primary Suspect
KAR/VIJ/2024/0441,Oscar Kuruvilla,Co-conspirator
KAR/MAN/2024/1236,Indrajit Dhillon,Primary Suspect
KAR/TUM/2024/1512,Fiyaz Shukla,Accomplice
KAR/BEN/2024/1155,Chatresh Dugar,Accomplice
KAR/BID/2024/1972,Charan Balakrishnan,Co-conspirator
KAR/MAN/2024/2423,Andrew Jayaraman,Accomplice
KAR/BEN/2024/0104,Wriddhish Golla,Accomplice
KAR/HAS/2024/1263,Siddharth Wali,Accomplice
KAR/KOL/2024/2097,Nirja Goda,Primary Suspect
KAR/BEN/2024/0189,Logan Rajan,Co-conspirator
KAR/BEN/2024/0847,Shaurya Narayan,Primary Suspect
KAR/TUM/2024/1396,Rishi Bawa,Primary Suspect
KAR/BEN/2024/2164,Zehaan Nagy,Co-conspirator
KAR/KAL/2024/1920,Zayyan Balakrishnan,Accomplice
KAR/KOL/2024/0596,Azaan Acharya,Primary Suspect
KAR/HUB/2024/2214,Yadavi Mani,Accomplice
KAR/RAI/2024/2205,Upkaar Batra,Primary Suspect
KAR/BEN/2024/2311,Vyanjana Mander,Accomplice
KAR/MYS/2024/2447,Indali Gulati,Primary Suspect
KAR/BEN/2024/2197,Maanav Zacharia,Co-conspirator
KAR/KAL/2024/1151,Gaurika Sehgal,Co-conspirator
KAR/SHI/2024/0184,Joshua Mody,Accomplice
KAR/UDU/2024/1515,Vamakshi Kala,Accomplice
KAR/BEN/2024/0202,Gabriel Bail,Accomplice
KAR/VIJ/2024/0970,Kiaan Ghose,Accomplice
KAR/RAI/2024/0324,Banjeet Ben,Accomplice
KAR/BEN/2024/1754,Rishi Loke,Primary Suspect
KAR/KOP/2024/1899,Ekapad Sood,Co-conspirator
KAR/MAN/2024/0024,Rehaan Brar,Primary Suspect
KAR/BEN/2024/0544,Wazir Nadkarni,Accomplice
KAR/CHI/2024/0830,Ekbal Merchant,Accomplice
KAR/BEN/2024/2448,Bishakha Kalla,Accomplice
KAR/BEN/2024/2284,Max Ghose,Primary Suspect
KAR/HAS/2024/0668,Hitesh Shere,Primary Suspect
KAR/SHI/2024/0693,Ikbal Dyal,Primary Suspect
KAR/VIJ/2024/0667,Orinder Kara,Primary Suspect
KAR/UDU/2024/2247,Qarin Patil,Co-conspirator
KAR/MAN/2024/0172,Shivansh Samra,Accomplice
KAR/BAL/2024/0196,Anita Rout,Co-conspirator
KAR/KOL/2024/1074,Lohit Varty,Co-conspirator
KAR/SHI/2024/2456,Praneel Sastry,Primary Suspect
KAR/TUM/2024/2263,Aarnav Mannan,Accomplice
KAR/MYS/2024/1762,Mitesh Madan,Accomplice
KAR/BEN/2024/2133,Siddharth Savant,Primary Suspect
KAR/BEN/2024/2324,Riya Thaker,Co-conspirator
KAR/MAN/2024/1918,Ekanta Mitra,Primary Suspect
KAR/BEN/2024/1352,Sudiksha Ghose,Co-conspirator
KAR/BEN/2024/0366,Varenya Bahri,Co-conspirator
KAR/BEN/2024/1397,Brijesh Sahni,Primary Suspect
KAR/BEN/2024/1712,Yuvraj Ramanathan,Primary Suspect
KAR/UDU/2024/1519,Wridesh Tailor,Accomplice
KAR/MYS/2024/0482,Aditya Bhatti,Primary Suspect
KAR/TUM/2024/1651,Ayushman Dasgupta,Primary Suspect
KAR/VIJ/2024/0667,Simon Warrior,Accomplice
KAR/BEN/2024/1403,Daksh Gokhale,Primary Suspect
KAR/KAL/2024/0861,Hredhaan Mammen,Accomplice
KAR/KOL/2024/1053,Rajeshri Bhalla,Co-conspirator
KAR/CHI/2024/1158,Nitesh Andra,Co-conspirator
KAR/BEN/2024/0253,Vasatika Parsa,Accomplice
KAR/KAL/2024/0751,Noah Agate,Co-conspirator
KAR/BEN/2024/0748,Tara Kothari,Primary Suspect
KAR/UDU/2024/1665,Nachiket Dua,Co-conspirator
KAR/BEN/2024/1296,Faras Mody,Accomplice
KAR/TUM/2024/0626,Hiral Madan,Accomplice
KAR/UDU/2024/1160,Ekapad Behl,Co-conspirator
KAR/BEN/2024/2311,Akshay Chander,Co-conspirator
KAR/DAV/2024/1652,Advik Balay,Co-conspirator
KAR/HAS/2024/2364,Jairaj Jaggi,Primary Suspect
KAR/DAV/2024/1067,Kritika Nair,Accomplice
KAR/MYS/2024/2323,Yatan Hari,Co-conspirator
KAR/BEN/2024/1943,Ekta Dey,Co-conspirator
KAR/BEN/2024/0203,Ekbal Sahni,Primary Suspect
KAR/MAN/2024/2013,Harinakshi Srinivas,Accomplice
KAR/RAI/2024/1667,Udyati Devan,Primary Suspect
KAR/KOP/2024/1775,Ranveer Parmer,Accomplice
KAR/BEN/2024/0829,Tanveer Bumb,Co-conspirator
KAR/KOP/2024/1463,Ayushman Suresh,Co-conspirator
KAR/SHI/2024/2373,Siddharth Bhagat,Accomplice
KAR/BEN/2024/0820,Nachiket Narayanan,Primary Suspect
KAR/KOP/2024/1463,Shaurya Krish,Primary Suspect
KAR/RAI/2024/1759,Wyatt Mutti,Co-conspirator
KAR/DAV/2024/1969,Shaurya Luthra,Accomplice
KAR/HAS/2024/0294,Aditya Bala,Primary Suspect
KAR/KOL/2024/0318,Omkaar Parikh,Accomplice
KAR/HAS/2024/2252,Jagrati Kuruvilla,Co-conspirator
KAR/RAI/2024/1141,David Maharaj,Co-conspirator
KAR/BEN/2024/0618,Benjamin Chaudry,Co-conspirator
KAR/MAN/2024/0343,Vincent Gole,Primary Suspect
KAR/DAV/2024/2118,Advaith Sibal,Co-conspirator
KAR/BEN/2024/2257,Udant Borah,Primary Suspect
KAR/SHI/2024/1037,Bina Ramesh,Accomplice
KAR/BEN/2024/1656,Nitesh Iyer,Accomplice
KAR/RAI/2024/1929,Fiyaz Krish,Co-conspirator
KAR/BEN/2024/0696,Daksha Khalsa,Primary Suspect
KAR/KOL/2024/0596,Isaiah Sandal,Primary Suspect
KAR/HAS/2024/2285,Andrew Mann,Accomplice
KAR/MAN/2024/1405,Faraj Minhas,Primary Suspect
KAR/BEN/2024/0527,Banjeet Buch,Accomplice
KAR/KAL/2024/1742,Finn Rajan,Co-conspirator
KAR/TUM/2024/0971,Gagan Gaba,Co-conspirator
KAR/BEN/2024/0350,Oscar Sangha,Co-conspirator
KAR/HAS/2024/0349,Chakradev Sura,Primary Suspect
KAR/DAV/2024/0673,Michael Gandhi,Co-conspirator
KAR/HUB/2024/2204,Lekha Bahri,Accomplice
KAR/BEN/2024/1483,Balhaar Sathe,Accomplice
KAR/BEN/2024/2092,Rishi Gara,Co-conspirator
KAR/KOL/2024/1498,Hitesh Karpe,Accomplice
KAR/KOP/2024/0718,Falan Karpe,Co-conspirator
KAR/BEN/2024/2133,Karan Kohli,Co-conspirator
KAR/MAN/2024/0359,Warjas Mitra,Co-conspirator
KAR/HAS/2024/1290,Advay Sidhu,Accomplice
KAR/RAI/2024/1650,Zarna Bhardwaj,Co-conspirator
KAR/BEN/2024/2168,Gopal Palan,Accomplice
KAR/KAL/2024/1151,Vihaan Lad,Co-conspirator
KAR/BEN/2024/0694,Darpan Krish,Accomplice
KAR/KOL/2024/0968,Balhaar Sathe,Accomplice
KAR/MAN/2024/0096,Gaurangi Dugal,Accomplice
KAR/BEN/2024/0148,Anmol Ganguly,Accomplice
KAR/BEN/2024/1955,Balveer Jhaveri,Primary Suspect
KAR/BEN/2024/2173,Jairaj Kalla,Accomplice
KAR/BAL/2024/0990,Bishakha Kalla,Primary Suspect
KAR/MAN/2024/0343,Zayan Oommen,Co-conspirator
KAR/TUM/2024/0532,Darpan Rai,Accomplice
KAR/BEN/2024/1875,Ekansh Bahl,Accomplice
KAR/SHI/2024/0773,Chakrika Som,Co-conspirator
KAR/BEN/2024/0614,Unnati Suresh,Primary Suspect
KAR/BEN/2024/0203,Yamini Pandit,Primary Suspect
KAR/BEN/2024/2343,Udant Saxena,Primary Suspect
KAR/BID/2024/0085,Baghyawati Lanka,Accomplice
KAR/KAL/2024/1012,Rajata Kala,Accomplice
KAR/RAI/2024/1985,Ekaraj Sood,Accomplice
KAR/MAN/2024/1854,Vidhi Hari,Co-conspirator
KAR/VIJ/2024/1161,Akshay Kapoor,Primary Suspect
KAR/BEN/2024/1349,Max Mital,Primary Suspect
KAR/CHI/2024/0088,Hitesh Sant,Co-conspirator
KAR/CHI/2024/0497,Dalbir Kapadia,Co-conspirator
KAR/UDU/2024/0001,Laban Bhatia,Primary Suspect
KAR/BEL/2024/2497,Aarav Ganesh,Co-conspirator
KAR/HUB/2024/1908,Lekha Kaur,Co-conspirator
KAR/MAN/2024/0715,Isaac Kapur,Accomplice
KAR/SHI/2024/1306,Raagini Pillay,Primary Suspect
KAR/DAV/2024/1067,Balhaar Wadhwa,Primary Suspect
KAR/CHI/2024/1316,Chaitaly Yogi,Primary Suspect
KAR/BEN/2024/1846,Ayush Shanker,Co-conspirator
KAR/BEN/2024/2270,Yadavi Madan,Co-conspirator
KAR/BEN/2024/1122,Faras Dugar,Accomplice
KAR/HAS/2024/1263,Arya Grover,Co-conspirator
KAR/RAI/2024/0245,Hitesh Goyal,Co-conspirator
KAR/BEN/2024/1345,Hritik Tiwari,Co-conspirator
KAR/HAS/2024/1492,Sai Bali,Co-conspirator
KAR/BID/2024/2070,Bhavini Rajagopal,Co-conspirator
KAR/UDU/2024/1185,Theodore Magar,Primary Suspect
KAR/VIJ/2024/1596,Chandran Gala,Co-conspirator
KAR/BAL/2024/2002,Aarnav Jayaraman,Primary Suspect
KAR/BEN/2024/0756,Charan Warrior,Accomplice
KAR/BEN/2024/1688,Arjun Mital,Co-conspirator
KAR/BEN/2024/1534,Brijesh Mitter,Co-conspirator
KAR/MAN/2024/0754,Kai Rastogi,Co-conspirator
KAR/HAS/2024/1263,Rajata Kala,Accomplice
KAR/TUM/2024/0209,Qushi Chokshi,Co-conspirator
KAR/BEN/2024/1270,Rushil Lad,Accomplice
KAR/BEN/2024/1174,Nakul Vyas,Accomplice
KAR/UDU/2024/0648,Tejas Rattan,Co-conspirator
KAR/BEN/2024/0005,Neel Dalal,Co-conspirator
KAR/BEN/2024/0793,Zaid Prabhakar,Accomplice
KAR/BEN/2024/1901,Ishaan Cheema,Co-conspirator
KAR/SHI/2024/0317,Baljiwan Iyengar,Co-conspirator
KAR/UDU/2024/0657,Laban Mishra,Primary Suspect
KAR/MAN/2024/2020,Anirudh Sule,Accomplice
KAR/MAN/2024/0250,Brijesh Mitter,Accomplice
KAR/UDU/2024/2454,Jeet Dutt,Accomplice
KAR/VIJ/2024/0256,Avi Sawhney,Co-conspirator
KAR/MAN/2024/1516,Zayan Balay,Accomplice
KAR/MYS/2024/1017,Indali Gulati,Primary Suspect
KAR/BID/2024/0559,Brijesh Kohli,Co-conspirator
KAR/BEN/2024/1437,Samaksh Sastry,Primary Suspect
KAR/BEN/2024/0928,Vyanjana Seshadri,Primary Suspect
KAR/MAN/2024/0792,Chakradev Sura,Co-conspirator
KAR/BEL/2024/1036,Reva Vasa,Co-conspirator
KAR/TUM/2024/2009,Upkaar Viswanathan,Co-conspirator
KAR/BID/2024/0862,Aarav Jaggi,Co-conspirator
KAR/BEN/2024/0795,Yashoda Minhas,Primary Suspect
KAR/MAN/2024/1336,Baljiwan Buch,Accomplice
KAR/RAI/2024/2367,Saksham Kulkarni,Accomplice
KAR/RAI/2024/1309,Waida Parekh,Accomplice
KAR/BEN/2024/1552,Krishna Mital,Accomplice
KAR/BEL/2024/2093,Andrew Goda,Accomplice
KAR/HUB/2024/2488,Ryan Rattan,Primary Suspect
KAR/MAN/2024/0798,Harrison Kota,Accomplice
KAR/HAS/2024/1162,Upkaar Saha,Primary Suspect
KAR/BEN/2024/0544,Faras Gandhi,Primary Suspect
KAR/KOL/2024/0386,Zilmil Garde,Primary Suspect
KAR/BEN/2024/2415,Warjas Dass,Co-conspirator
KAR/BEN/2024/2379,Gaurav Modi,Primary Suspect
KAR/BEN/2024/2065,Gautami Tata,Co-conspirator
KAR/BEN/2024/0356,Lakshmi Lalla,Primary Suspect
KAR/SHI/2024/2124,Chasmum Kamdar,Primary Suspect
KAR/KOP/2024/1434,George Borde,Accomplice
KAR/SHI/2024/0899,Samesh Deol,Primary Suspect
KAR/RAI/2024/2181,Nathaniel Das,Primary Suspect
KAR/TUM/2024/1988,Umang Jayaraman,Co-conspirator
KAR/BEN/2024/0128,Pranit Chatterjee,Primary Suspect
KAR/HUB/2024/0399,Xavier Mangal,Accomplice
KAR/BID/2024/1428,Imaran Sane,Co-conspirator
KAR/MAN/2024/0509,Oliver Sachar,Primary Suspect
KAR/TUM/2024/2165,Pranit Deshpande,Primary Suspect
KAR/BEN/2024/0113,Amrita Mukherjee,Accomplice
KAR/BEN/2024/0098,Wazir Karpe,Accomplice
KAR/MYS/2024/1559,Manthan Narula,Co-conspirator
KAR/BEN/2024/1846,Guneet Prabhakar,Accomplice
KAR/MAN/2024/2005,Jai Gupta,Primary Suspect
KAR/BEN/2024/1706,Nihal Biswas,Accomplice
KAR/BEN/2024/0167,Charan Date,Accomplice
KAR/RAI/2024/1212,Patrick Balay,Accomplice
KAR/BEN/2024/0054,Shaurya Narayan,Accomplice
KAR/TUM/2024/0378,Gavin Varty,Co-conspirator
KAR/UDU/2024/2180,Tara Kothari,Co-conspirator
KAR/MAN/2024/1201,Faris Ramakrishnan,Primary Suspect
KAR/BEN/2024/0133,Balhaar Dube,Co-conspirator
KAR/CHI/2024/1158,Rajeshri Pillai,Accomplice
KAR/HAS/2024/2264,Manbir Borde,Co-conspirator
KAR/BEN/2024/0202,Anirudh Randhawa,Primary Suspect
KAR/BEN/2024/0443,Neelima Dash,Accomplice
KAR/BEN/2024/1377,Ishani Agrawal,Primary Suspect
KAR/BEN/2024/1587,Eiravati Banik,Primary Suspect
KAR/KOL/2024/0596,Bishakha Bawa,Accomplice
KAR/UDU/2024/1591,Vyanjana Baria,Accomplice
KAR/MAN/2024/0034,Indrajit Boase,Co-conspirator
KAR/BEL/2024/0057,Aadi Khalsa,Primary Suspect
KAR/MYS/2024/2213,Indrajit Prabhu,Co-conspirator
KAR/RAI/2024/0032,Jagdish Hegde,Accomplice
KAR/BEN/2024/1106,Orinder Sharma,Accomplice
KAR/KOL/2024/2136,Abeer Sawhney,Co-conspirator
KAR/BAL/2024/0442,Falak Lad,Accomplice
KAR/BEN/2024/0022,Ikbal Panchal,Co-conspirator
KAR/BEN/2024/2319,Hitesh Chaudhari,Primary Suspect
KAR/BEN/2024/1174,Pallavi Bail,Primary Suspect
KAR/BEN/2024/0148,Max Ghose,Co-conspirator
KAR/BEN/2024/1927,Zinal Bawa,Co-conspirator
KAR/BEN/2024/1326,Utkarsh Kumer,Primary Suspect
KAR/RAI/2024/1938,Advay Bhardwaj,Co-conspirator
KAR/RAI/2024/0337,Tarak Ravi,Co-conspirator
KAR/KOP/2024/0322,Brijesh Sahni,Accomplice
KAR/UDU/2024/0649,Krisha Karan,Primary Suspect
KAR/TUM/2024/1651,Harini Chahal,Accomplice
KAR/HUB/2024/0406,Kiaan Varkey,Co-conspirator
KAR/SHI/2024/0348,Bina Radhakrishnan,Primary Suspect
KAR/MYS/2024/0513,Rayaan Bhargava,Accomplice
KAR/MAN/2024/0484,Rishi Bawa,Primary Suspect
KAR/KOP/2024/0878,Vasatika Kala,Accomplice
KAR/TUM/2024/2210,Timothy Tata,Accomplice
KAR/MYS/2024/0311,Barkha Bhat,Primary Suspect
KAR/SHI/2024/1571,Balendra Wadhwa,Accomplice
KAR/BEN/2024/2402,Nachiket Khosla,Primary Suspect
KAR/BAL/2024/1092,Devika Pandya,Primary Suspect
KAR/BEN/2024/0099,Darika Din,Primary Suspect
KAR/BEN/2024/1894,Hritik Kalla,Accomplice
KAR/MYS/2024/0608,Caleb Viswanathan,Accomplice
KAR/BEN/2024/2198,Gaurangi Mital,Primary Suspect
KAR/VIJ/2024/2315,Xalak Bath,Primary Suspect
KAR/SHI/2024/0052,Balveer Dugar,Co-conspirator
KAR/BEL/2024/0480,Lucky Banik,Accomplice
KAR/DAV/2024/0058,Harrison Misra,Primary Suspect
KAR/BEN/2024/2251,Garima Bains,Accomplice
KAR/KOL/2024/0033,Faraj Minhas,Accomplice
KAR/HAS/2024/1006,Naveen Basak,Accomplice
KAR/BEN/2024/2363,Hitesh Narain,Accomplice
KAR/BEN/2024/2191,Yatan Walla,Primary Suspect
KAR/BAL/2024/1580,Avni Kannan,Accomplice
KAR/HUB/2024/0675,Diya Dua,Accomplice
KAR/KOP/2024/0689,Maanav Gopal,Primary Suspect
KAR/BEL/2024/1295,Falan Rau,Co-conspirator
KAR/BEL/2024/1411,Widisha More,Co-conspirator
KAR/SHI/2024/2105,Tanveer Basu,Primary Suspect
KAR/BEN/2024/0828,Prisha Pau,Co-conspirator
KAR/BEN/2024/2071,Gayathri Venkatesh,Accomplice
KAR/KOP/2024/0199,Chandran Nayak,Co-conspirator
KAR/TUM/2024/1732,Wriddhish Raval,Primary Suspect
KAR/BEN/2024/0871,Janya Thaker,Accomplice
KAR/BEN/2024/1188,Aditya Gola,Co-conspirator
KAR/BEN/2024/0869,Indrajit Koshy,Co-conspirator
KAR/BEN/2024/0996,Rohan Krish,Accomplice
KAR/BEN/2024/1592,Jatin Shenoy,Co-conspirator
KAR/BEN/2024/1815,Faris Solanki,Primary Suspect
KAR/HAS/2024/1341,Neel Sheth,Accomplice
KAR/UDU/2024/0657,Om Chandra,Accomplice
KAR/HAS/2024/0518,Nikita Pall,Accomplice
KAR/VIJ/2024/2461,Aarav Pal,Primary Suspect
KAR/MAN/2024/1725,Ekapad Agarwal,Co-conspirator
KAR/BEN/2024/1529,Eta Dada,Primary Suspect
KAR/KAL/2024/1194,Nathaniel Krishna,Co-conspirator
KAR/HAS/2024/2483,Alexander Sarna,Primary Suspect
KAR/MAN/2024/1237,Zayan Prashad,Primary Suspect
KAR/RAI/2024/1454,Christopher Kade,Primary Suspect
KAR/MAN/2024/0343,Ethan Srinivas,Accomplice
KAR/MYS/2024/0922,Rudra Anne,Accomplice
KAR/HAS/2024/1549,Bahadurjit Kala,Co-conspirator
KAR/BAL/2024/1832,Darika Bhalla,Primary Suspect
KAR/BEN/2024/0694,Kai Rastogi,Accomplice
KAR/BEN/2024/2222,Nakul Dutt,Primary Suspect
KAR/SHI/2024/1727,Charan Balakrishnan,Accomplice
KAR/BEN/2024/0696,Abdul Samra,Primary Suspect
KAR/BAL/2024/0933,Onveer Palan,Primary Suspect
KAR/HAS/2024/2156,Gopal Sarin,Co-conspirator
KAR/HUB/2024/1468,Maanav Arya,Co-conspirator
KAR/BAL/2024/0705,Daksha Khalsa,Co-conspirator
KAR/VIJ/2024/0771,Yashoda Dyal,Accomplice
KAR/BEN/2024/1021,Aditya Palla,Primary Suspect
KAR/VIJ/2024/1207,Anvi Shetty,Primary Suspect
KAR/BAL/2024/2386,Yatin Tak,Co-conspirator
KAR/BEN/2024/1085,Bhavna Sami,Accomplice
KAR/UDU/2024/1485,Liam Sur,Co-conspirator
KAR/MAN/2024/1932,Gavin Sule,Primary Suspect
KAR/BEN/2024/0672,Zaid Atwal,Accomplice
KAR/BEN/2024/1840,Jairaj Borde,Primary Suspect
KAR/MAN/2024/1336,Manthan Randhawa,Co-conspirator
KAR/HAS/2024/0335,Osha Chada,Accomplice
KAR/BEN/2024/0041,Sanya Bhargava,Co-conspirator
KAR/BEN/2024/1654,Girindra Barman,Primary Suspect
KAR/DAV/2024/0692,Arjun Ahuja,Co-conspirator
KAR/HAS/2024/0668,Yash Samra,Co-conspirator
KAR/BID/2024/1211,Mohini Vaidya,Primary Suspect
KAR/KOL/2024/0746,Pranav Agate,Primary Suspect
KAR/BEN/2024/0987,Vyanjana Tella,Primary Suspect
KAR/MAN/2024/1412,Darsh Chaudhuri,Co-conspirator
KAR/BEL/2024/1295,Daksh Agrawal,Accomplice
KAR/MYS/2024/2316,Dalaja Johal,Accomplice
KAR/HUB/2024/0232,George Maharaj,Primary Suspect
KAR/MYS/2024/0260,Maanas Varughese,Primary Suspect
KAR/BAL/2024/0632,Rudra Dasgupta,Primary Suspect
KAR/SHI/2024/0377,Henry Mahajan,Accomplice
KAR/VIJ/2024/1631,Vasatika Iyer,Accomplice
KAR/BEN/2024/2018,Gayathri Minhas,Co-conspirator
KAR/DAV/2024/0277,Vihaan Ravi,Co-conspirator
KAR/BEN/2024/0743,Hitesh Chakraborty,Primary Suspect
KAR/BEN/2024/1104,Akshay Wali,Accomplice
KAR/SHI/2024/2004,Dhruv Palan,Co-conspirator
KAR/RAI/2024/2098,Abdul Narain,Co-conspirator
KAR/DAV/2024/1847,Aditya Gola,Accomplice
KAR/MAN/2024/2428,Hitesh Goyal,Primary Suspect
KAR/BEN/2024/2217,Indrajit Swaminathan,Accomplice
KAR/DAV/2024/1457,Ronith Kumar,Co-conspirator
KAR/UDU/2024/2387,Prisha Pau,Co-conspirator
KAR/MAN/2024/1885,Sathvik Ranganathan,Accomplice
KAR/BEN/2024/0980,Vyanjana Tella,Accomplice
KAR/UDU/2024/1851,Chandran Gala,Co-conspirator
KAR/BEN/2024/1507,Simon Chakrabarti,Accomplice
KAR/TUM/2024/1396,Rehaan Sharaf,Primary Suspect
KAR/BEN/2024/0531,Oliver Chaudhary,Accomplice
KAR/MAN/2024/1792,Laksh Pingle,Accomplice
KAR/BEN/2024/1511,Dakshesh Rao,Primary Suspect
KAR/DAV/2024/1269,Daksh Gokhale,Co-conspirator
KAR/BAL/2024/1580,Arjun Garg,Primary Suspect
KAR/UDU/2024/0907,Liam Bhagat,Accomplice
KAR/BEN/2024/0415,Jonathan Gade,Accomplice
KAR/KOP/2024/2058,Ekapad Gole,Co-conspirator
KAR/CHI/2024/0830,Andrew Bera,Primary Suspect
KAR/BEN/2024/1836,Bhavya Dhingra,Co-conspirator
KAR/BEN/2024/0529,Azaan Viswanathan,Accomplice
KAR/HAS/2024/2345,Anmol Handa,Accomplice
KAR/UDU/2024/0552,Nitesh Khatri,Co-conspirator
KAR/KOP/2024/1803,Qarin Sekhon,Co-conspirator
KAR/HUB/2024/2072,Bakhshi Narayan,Primary Suspect
KAR/HAS/2024/1741,Darpan Bajaj,Accomplice
KAR/BEN/2024/0028,Yadavi Rama,Primary Suspect
KAR/BEL/2024/1404,Yug Sahni,Accomplice
KAR/MYS/2024/0423,Divya Chandra,Co-conspirator
KAR/BEN/2024/0813,Ishaan Modi,Co-conspirator
KAR/BEN/2024/1941,Nilima Mahal,Primary Suspect
KAR/BEN/2024/0162,Vasana Narula,Primary Suspect
KAR/BEN/2024/1204,Neel Nadig,Primary Suspect
KAR/CHI/2024/1262,Neel Dhaliwal,Primary Suspect
KAR/CHI/2024/0863,Saksham Sachdev,Accomplice
KAR/BEN/2024/2144,Reyansh Pradhan,Co-conspirator
KAR/RAI/2024/1831,Tamanna Soni,Co-conspirator
KAR/KAL/2024/1920,Azad Chahal,Primary Suspect
KAR/KOP/2024/1527,Chanakya Gola,Primary Suspect
KAR/CHI/2024/0460,Hema Kant,Accomplice
KAR/BEN/2024/1081,Fariq Hegde,Primary Suspect
KAR/KOP/2024/1735,Udarsh Soman,Primary Suspect
KAR/SHI/2024/0007,Vasatika Kala,Co-conspirator
KAR/MYS/2024/0260,Faras Pradhan,Accomplice
KAR/BEN/2024/0783,Oni Acharya,Accomplice
KAR/VIJ/2024/0582,Abhimanyu Luthra,Primary Suspect
KAR/TUM/2024/0960,Karan Banik,Primary Suspect
KAR/UDU/2024/1648,Oliver Gupta,Accomplice
KAR/CHI/2024/0628,William Dhar,Co-conspirator
KAR/BEN/2024/2314,Fitan Basak,Co-conspirator
KAR/HAS/2024/1930,Anay Ahuja,Co-conspirator
KAR/SHI/2024/0207,Barkha Parmer,Primary Suspect
KAR/BEN/2024/0887,Patrick Parikh,Primary Suspect
KAR/CHI/2024/1548,Kai Bawa,Accomplice
KAR/TUM/2024/0458,Dakshesh Chad,Primary Suspect
KAR/TUM/2024/0161,Vasatika Brahmbhatt,Accomplice
KAR/KOL/2024/1220,Kalpit Luthra,Accomplice
KAR/BEN/2024/1280,Gautam Master,Accomplice
KAR/MYS/2024/2447,Om Gade,Co-conspirator
KAR/BEN/2024/1020,Mitesh Goyal,Primary Suspect
KAR/CHI/2024/2137,Xavier Thakur,Primary Suspect
KAR/HAS/2024/0842,Yatin Deep,Accomplice
KAR/BEN/2024/1507,Joshua Karan,Primary Suspect
KAR/RAI/2024/1833,Pranav Morar,Co-conspirator
KAR/BEN/2024/1174,Rayaan Sunder,Primary Suspect
KAR/BEN/2024/2198,Dakshesh Doctor,Accomplice
KAR/BEN/2024/1272,Ria Magar,Primary Suspect
KAR/SHI/2024/1639,Vritti Kadakia,Accomplice
KAR/BEN/2024/0145,Watika Vora,Accomplice
KAR/BEN/2024/1205,Ekavir Munshi,Primary Suspect
KAR/KOL/2024/1613,Fitan Mital,Co-conspirator
