fir_case_number,accused_full_name,accused_role
KAR/BEN/2024/2419,Raksha Dora,Primary Suspect
KAR/BEN/2024/0129,William Ramaswamy,Accomplice
KAR/BEN/2024/0883,Aachal Viswanathan,Primary Suspect
KAR/BEN/2024/2176,Nathan Kant,Accomplice
KAR/BEN/2024/2047,Mekhala Srinivasan,Accomplice
KAR/BEN/2024/0806,Pranit Dhingra,Co-conspirator
KAR/BEN/2024/1748,Utkarsh Nadig,Co-conspirator
KAR/KOL/2024/0808,Balhaar Gola,Primary Suspect
KAR/MAN/2024/0849,Mason Desai,Co-conspirator
KAR/SHI/2024/0819,Jatin Raman,Co-conspirator
KAR/KOL/2024/2273,Odika Chandra,Primary Suspect
KAR/BEN/2024/2139,Vinaya Naik,Accomplice
KAR/BAL/2024/0645,Anmol Kalla,Primary Suspect
KAR/HAS/2024/2351,Jhalak Rai,Co-conspirator
KAR/BEN/2024/1703,Charita Buch,Accomplice
KAR/BEL/2024/0954,Anmol Kalla,Co-conspirator
KAR/DAV/2024/2072,Chatura Chawla,Accomplice
KAR/BEN/2024/0053,Oeshi Roy,Accomplice
KAR/BID/2024/1181,Samaksh Nori,Primary Suspect
KAR/MYS/2024/1678,Fitan Dave,Primary Suspect
KAR/MYS/2024/0506,Vivaan Bansal,Accomplice
KAR/MAN/2024/1727,Maanav Purohit,Co-conspirator
KAR/MAN/2024/0928,Ishwar Mishra,Co-conspirator
KAR/MAN/2024/2202,Yash Saxena,Primary Suspect
KAR/BEN/2024/0618,Gautam Dixit,Accomplice
KAR/TUM/2024/0974,Upasna Sunder,Accomplice
KAR/KOP/2024/0414,Gopal Wason,Accomplice
KAR/CHI/2024/0791,Maanav Bhalla,Accomplice
KAR/HUB/2024/2137,Hemang Shankar,Co-conspirator
KAR/BEN/2024/0124,Tristan Sura,Co-conspirator
KAR/BEN/2024/1497,Qabil Kannan,Accomplice
KAR/KOP/2024/2249,Chandresh Memon,Primary Suspect
KAR/HAS/2024/1782,Upasna Sunder,Co-conspirator
KAR/MAN/2024/1478,Liam Bakshi,Primary Suspect
KAR/BEN/2024/1582,Veer Wali,Co-conspirator
KAR/BID/2024/1269,Victor Shere,Primary Suspect
KAR/KAL/2024/1696,Wazir Lad,Primary Suspect
KAR/RAI/2024/1199,Hitesh Thaman,Primary Suspect
KAR/KAL/2024/2025,Jason Keer,Accomplice
KAR/TUM/2024/1532,Caleb Agrawal,Co-conspirator
KAR/UDU/2024/2464,Zehaan Boase,Co-conspirator
KAR/KOL/2024/0259,Timothy Zacharia,Accomplice
KAR/KOP/2024/0796,Rachit Kunda,Co-conspirator
KAR/HAS/2024/0400,Reyansh Sarkar,Co-conspirator
KAR/UDU/2024/0704,Diya Radhakrishnan,Accomplice
KAR/BEN/2024/1634,Tanay Grover,Co-conspirator
KAR/MAN/2024/1630,Chatresh Ganguly,Accomplice
KAR/VIJ/2024/2339,Lekha Dara,Co-conspirator
KAR/BEN/2024/0494,Vedika Sharaf,Co-conspirator
KAR/BEN/2024/1283,Hamsini Subramaniam,Accomplice
KAR/HUB/2024/1791,Rohan Dugar,Co-conspirator
KAR/SHI/2024/0544,Gopal Sule,Accomplice
KAR/BEN/2024/1274,Jacob Babu,Primary Suspect
KAR/KOL/2024/2146,Manthan Kothari,Primary Suspect
KAR/VIJ/2024/0792,Om Narayanan,Primary Suspect
KAR/RAI/2024/1545,Faqid Lall,Accomplice
KAR/BEN/2024/0829,Ojas Raghavan,Accomplice
KAR/BEN/2024/0297,Aishani Balakrishnan,Co-conspirator
KAR/RAI/2024/0066,Ronith Mody,Accomplice
KAR/BEN/2024/1846,Onkar Raju,Accomplice
KAR/BEN/2024/2213,Upadhriti Karpe,Primary Suspect
KAR/BEN/2024/1700,Aachal Kata,Co-conspirator
KAR/BEN/2024/0516,Prisha Sarraf,Primary Suspect
KAR/BEN/2024/0946,Tarak Sha,Co-conspirator
KAR/UDU/2024/2053,Chatresh Nigam,Primary Suspect
KAR/BEN/2024/2175,Sarthak Nazareth,Co-conspirator
KAR/MAN/2024/1456,Matthew Brar,Co-conspirator
KAR/BEL/2024/1202,Lakshmi Pau,Accomplice
KAR/BAL/2024/0022,Brinda Wali,Accomplice
KAR/HUB/2024/0908,Bakhshi Srinivasan,Primary Suspect
KAR/BEN/2024/1892,Yash Mane,Co-conspirator
KAR/BEN/2024/0734,Viraj Datta,Co-conspirator
KAR/BEN/2024/2175,Hredhaan Sangha,Primary Suspect
KAR/UDU/2024/1128,Aradhana Pingle,Accomplice
KAR/SHI/2024/1939,Libni Balasubramanian,Co-conspirator
KAR/TUM/2024/0069,Om Dua,Accomplice
KAR/BEN/2024/1071,Naveen Patil,Primary Suspect
KAR/KOL/2024/2088,Ikbal Gandhi,Accomplice
KAR/KOL/2024/0808,Krishna Kunda,Co-conspirator
KAR/HAS/2024/1441,Indrajit Majumdar,Primary Suspect
KAR/HUB/2024/1326,Siddharth Konda,Co-conspirator
KAR/BAL/2024/1366,Amaira Dara,Primary Suspect
KAR/BEN/2024/2140,Jeet Chada,Accomplice
KAR/HUB/2024/1966,Faras Mittal,Accomplice
KAR/DAV/2024/0427,Azad Mitter,Primary Suspect
KAR/VIJ/2024/0792,Zayyan Soni,Co-conspirator
KAR/BEN/2024/1308,Amaira Shah,Co-conspirator
KAR/DAV/2024/1160,Anamika Merchant,Co-conspirator
KAR/KAL/2024/2484,Nakul Khalsa,Primary Suspect
KAR/BEN/2024/0376,Advika Nazareth,Co-conspirator
KAR/BEL/2024/0121,Gagan Kala,Accomplice
KAR/MAN/2024/1891,Hemani Varma,Primary Suspect
KAR/VIJ/2024/0792,Wriddhish Bora,Accomplice
KAR/BEN/2024/0857,Gautam Ganesan,Accomplice
KAR/BEL/2024/0954,Patrick Tella,Co-conspirator
KAR/BEN/2024/2141,Gagan Kadakia,Co-conspirator
KAR/BEN/2024/1314,Laksh Dugar,Co-conspirator
KAR/BEN/2024/2092,Onkar Doshi,Primary Suspect
KAR/TUM/2024/1635,Guneet Desai,Accomplice
KAR/BEN/2024/2047,Jagvi Ganesan,Accomplice
KAR/BEL/2024/1986,Yash Mane,Co-conspirator
KAR/TUM/2024/1015,Faras Chander,Primary Suspect
KAR/BEN/2024/2473,Zaid Mammen,Accomplice
KAR/BEN/2024/1921,Praneel Sankaran,Primary Suspect
KAR/HUB/2024/1075,Ekapad Modi,Co-conspirator
KAR/RAI/2024/1005,Patrick Peri,Accomplice
KAR/HAS/2024/1976,Chaitanya Ravel,Co-conspirator
KAR/BEL/2024/1669,Indrajit Anne,Primary Suspect
KAR/UDU/2024/1100,Samesh Prabhu,Co-conspirator
KAR/DAV/2024/0020,Onkar Gour,Primary Suspect
KAR/BEL/2024/0967,Anya Mann,Primary Suspect
KAR/HUB/2024/1323,Baljiwan Borra,Accomplice
KAR/BEN/2024/1621,Urvashi Ganguly,Accomplice
KAR/KOP/2024/2271,Zehaan Kota,Accomplice
KAR/BID/2024/0478,Eshana Munshi,Accomplice
KAR/BEN/2024/2353,Nitesh Chhabra,Primary Suspect
KAR/HAS/2024/1253,Rayaan Soni,Primary Suspect
KAR/BEN/2024/2338,Waida Chana,Co-conspirator
KAR/HAS/2024/1899,Tanvi Soni,Primary Suspect
KAR/BEN/2024/2234,Tristan Sura,Primary Suspect
KAR/VIJ/2024/1439,Anirudh Bhat,Co-conspirator
KAR/HAS/2024/2388,Rishi Bhatnagar,Primary Suspect
KAR/KOP/2024/0325,Theodore Toor,Co-conspirator
KAR/BID/2024/1671,Kiaan Hans,Co-conspirator
KAR/BID/2024/0959,Yahvi Shere,Primary Suspect
KAR/BEN/2024/0868,Charles Kale,Accomplice
KAR/BEN/2024/2448,Indali Sant,Accomplice
KAR/BEN/2024/0911,Harrison Gala,Accomplice
KAR/VIJ/2024/1957,Advay Walla,Co-conspirator
KAR/BEN/2024/0029,Jasmit Hans,Primary Suspect
KAR/CHI/2024/1050,Girindra Jain,Primary Suspect
KAR/BEN/2024/1491,Sudiksha Chakrabarti,Primary Suspect
KAR/RAI/2024/0576,Hemang Shankar,Primary Suspect
KAR/CHI/2024/2500,Naksh Vohra,Co-conspirator
KAR/BEL/2024/1065,Sai Toor,Primary Suspect
KAR/BEN/2024/1359,Tanay Bajaj,Accomplice
KAR/VIJ/2024/2185,Aashi Kapoor,Primary Suspect
KAR/KOL/2024/0777,Matthew Karnik,Accomplice
KAR/RAI/2024/0475,Bhavani Sood,Accomplice
KAR/HUB/2024/2225,Wishi Sachdeva,Accomplice
KAR/BEL/2024/0866,Gaurav Gala,Co-conspirator
KAR/MAN/2024/2066,Jai Sami,Co-conspirator
KAR/BEN/2024/1370,Pranit Sachar,Primary Suspect
KAR/BEN/2024/2297,Chandresh Kamdar,Co-conspirator
KAR/UDU/2024/2100,Avi Cheema,Accomplice
KAR/BEN/2024/2073,Ekaraj Dey,Co-conspirator
KAR/BEN/2024/1499,Yamini Sampath,Accomplice
KAR/BEN/2024/0678,Nathan Ahluwalia,Co-conspirator
KAR/BEN/2024/2384,Ira Brar,Primary Suspect
KAR/KAL/2024/0454,Rishi Shah,Co-conspirator
KAR/BEN/2024/0315,Isaac Parmer,Accomplice
KAR/DAV/2024/2430,Tanay Borra,Accomplice
KAR/UDU/2024/1618,Manan Kapur,Accomplice
KAR/BEN/2024/2000,Damini Chaudhary,Accomplice
KAR/DAV/2024/2352,Krishna More,Primary Suspect
KAR/CHI/2024/0684,Arin Thakur,Co-conspirator
KAR/BEN/2024/1118,Madhav Thaker,Accomplice
KAR/KOP/2024/0034,Balendra Ben,Accomplice
KAR/BEN/2024/1743,Raghav Garde,Primary Suspect
KAR/KOL/2024/0777,Aditya Dara,Co-conspirator
KAR/KOP/2024/0202,Onkar Dey,Primary Suspect
KAR/MYS/2024/1321,Girik Rajan,Primary Suspect
KAR/MAN/2024/1478,Nilima Narang,Primary Suspect
KAR/BEN/2024/1631,Azad Sinha,Co-conspirator
KAR/BEN/2024/2232,Ridhi Tak,Co-conspirator
KAR/DAV/2024/0420,Chaman Deshmukh,Co-conspirator
KAR/BEL/2024/0389,Pranit Pradhan,Accomplice
KAR/VIJ/2024/0792,Hredhaan Bobal,Co-conspirator
KAR/DAV/2024/2043,Ucchal Mitra,Accomplice
KAR/BEN/2024/1194,Nathan Ben,Co-conspirator
KAR/VIJ/2024/1975,Nihal Dhawan,Primary Suspect
KAR/BEN/2024/2086,Jasmit Nazareth,Co-conspirator
KAR/HAS/2024/1982,Libni Dash,Accomplice
KAR/CHI/2024/1050,Joshua Nagarajan,Accomplice
KAR/BAL/2024/1037,Ekbal Sawhney,Accomplice
KAR/BEN/2024/0471,Lucky Gala,Co-conspirator
KAR/BEN/2024/1687,Ekansh Behl,Primary Suspect
KAR/BEN/2024/1860,Ekavir Kapur,Co-conspirator
KAR/BEN/2024/1498,Tanay Varkey,Accomplice
KAR/BEN/2024/0350,Yahvi Pal,Primary Suspect
KAR/HAS/2024/0448,Amara Manne,Primary Suspect
KAR/TUM/2024/2187,Baljiwan Reddy,Accomplice
KAR/BEN/2024/2173,Jonathan Hans,Accomplice
KAR/BEN/2024/1168,Quincy Murty,Primary Suspect
KAR/BID/2024/1289,Indrajit Mishra,Co-conspirator
KAR/BEN/2024/2177,Jagdish Kapadia,Primary Suspect
KAR/MYS/2024/1396,Samaksh Dhar,Accomplice
KAR/KAL/2024/1461,Maanas Kara,Accomplice
KAR/MYS/2024/1679,Rayaan Sastry,Primary Suspect
KAR/CHI/2024/1849,Inaya Khalsa,Accomplice
KAR/CHI/2024/0009,Hemang Shankar,Co-conspirator
KAR/VIJ/2024/1110,Kabir Krishnan,Primary Suspect
KAR/CHI/2024/1399,Ayaan Saini,Co-conspirator
KAR/BEN/2024/2113,Kashish Sawhney,Co-conspirator
KAR/MAN/2024/0363,Warjas Iyer,Primary Suspect
KAR/BEN/2024/0431,Mason Desai,Co-conspirator
KAR/DAV/2024/0620,Ekaraj Mutti,Primary Suspect
KAR/BEN/2024/2198,Jonathan Hans,Primary Suspect
KAR/TUM/2024/1926,Qarin Sathe,Primary Suspect
KAR/TUM/2024/2172,Ekanta Ahluwalia,Primary Suspect
KAR/HAS/2024/2317,Vritti Bal,Primary Suspect
KAR/HAS/2024/1021,Lakshit Kashyap,Primary Suspect
KAR/HUB/2024/1219,Pranit Dhingra,Co-conspirator
KAR/BEN/2024/1292,Baljiwan Rao,Accomplice
KAR/BEN/2024/2465,Nakul Nadig,Co-conspirator
KAR/BEN/2024/1804,Zarna Shroff,Accomplice
KAR/BAL/2024/2188,Abeer Wagle,Co-conspirator
KAR/BEL/2024/1313,Logan Sha,Co-conspirator
KAR/BAL/2024/2474,Girish Peri,Primary Suspect
KAR/BEN/2024/1053,Gavin Badal,Accomplice
KAR/BEN/2024/0698,Rachana Muni,Accomplice
KAR/BEN/2024/1334,Amol Sekhon,Accomplice
KAR/MAN/2024/1973,Shravya Kamdar,Accomplice
KAR/DAV/2024/0906,Robert Devi,Primary Suspect
KAR/BEL/2024/2090,Ishita Rama,Co-conspirator
KAR/CHI/2024/0921,Abdul Shetty,Accomplice
KAR/MAN/2024/2490,Ishanvi Jhaveri,Accomplice
KAR/RAI/2024/0464,Frederick Ramakrishnan,Accomplice
KAR/VIJ/2024/0949,Victor Kibe,Primary Suspect
KAR/CHI/2024/0474,Pratyush Merchant,Accomplice
KAR/BEN/2024/0116,Abhiram Toor,Accomplice
KAR/BEN/2024/1200,Ishaan Pillai,Accomplice
KAR/BEN/2024/2289,Caleb Ravi,Accomplice
KAR/VIJ/2024/1688,Kiaan Chaudhry,Primary Suspect
KAR/BEN/2024/1909,Shaurya Parikh,Accomplice
KAR/BEL/2024/0256,Vamakshi Chawla,Accomplice
KAR/HUB/2024/1101,Frado Krish,Primary Suspect
KAR/VIJ/2024/2288,Nidra Golla,Primary Suspect
KAR/KOP/2024/1720,Nicholas Minhas,Accomplice
KAR/BEN/2024/1375,Wishi Sachdeva,Accomplice
KAR/BID/2024/0463,Triya Prasad,Accomplice
KAR/HAS/2024/1961,Zehaan Srivastava,Accomplice
KAR/BEN/2024/0816,Ranbir Bala,Co-conspirator
KAR/BEN/2024/0914,Frederick Ramakrishnan,Primary Suspect
KAR/BEN/2024/0568,Aachal Viswanathan,Co-conspirator
KAR/BEN/2024/1848,Arin Tata,Primary Suspect
KAR/BEN/2024/1123,Nandini Walla,Co-conspirator
KAR/BEN/2024/1207,Ridhi Rama,Co-conspirator
KAR/CHI/2024/0520,Suhani Suresh,Accomplice
KAR/KOP/2024/1481,Gautami Chawla,Accomplice
KAR/KOP/2024/0343,Logan Bhattacharyya,Accomplice
KAR/MAN/2024/1454,Chandran Mann,Primary Suspect
KAR/KOL/2024/2163,Devika Sahota,Accomplice
KAR/BEN/2024/0572,Gaurav Sarma,Co-conspirator
KAR/HUB/2024/2435,Balhaar Gola,Co-conspirator
KAR/BEN/2024/1102,Hredhaan Shenoy,Primary Suspect
KAR/KOL/2024/1029,Arin Tata,Accomplice
KAR/BEN/2024/0772,Ayaan De,Accomplice
KAR/BEN/2024/1019,Yashawini Goda,Co-conspirator
KAR/CHI/2024/0474,Nachiket Nagi,Primary Suspect
KAR/BEN/2024/0344,Patrick Sunder,Co-conspirator
KAR/TUM/2024/1358,Azaan Bir,Primary Suspect
KAR/BEN/2024/0698,Yashica Chana,Co-conspirator
KAR/BEN/2024/1153,Qadim Sankaran,Accomplice
KAR/BEN/2024/0593,Jai Oommen,Primary Suspect
KAR/HAS/2024/0084,Hema Majumdar,Accomplice
KAR/BEL/2024/0870,Kamya Ram,Accomplice
KAR/UDU/2024/2055,Banjeet Badal,Primary Suspect
KAR/BEN/2024/0447,Upkaar Palla,Primary Suspect
KAR/BEL/2024/0611,Isaiah Sawhney,Accomplice
KAR/TUM/2024/1436,Nakul Chakrabarti,Accomplice
KAR/UDU/2024/1331,Diya Sengupta,Primary Suspect
KAR/BID/2024/1671,Charita Buch,Primary Suspect
KAR/BEN/2024/0912,Fariq Venkatesh,Co-conspirator
KAR/KOL/2024/0175,Rayaan Soni,Primary Suspect
KAR/BEN/2024/0708,Vritti Lata,Co-conspirator
KAR/MYS/2024/1668,Teerth Khanna,Co-conspirator
KAR/CHI/2024/0474,Janani Batra,Co-conspirator
KAR/DAV/2024/0826,Upadhriti Wason,Co-conspirator
KAR/HUB/2024/1219,Akshay Kara,Primary Suspect
KAR/BEN/2024/2207,Praneel Khosla,Accomplice
KAR/BEN/2024/0433,Ishwar Bhatti,Primary Suspect
KAR/BEN/2024/1097,Amaira Shah,Primary Suspect
KAR/UDU/2024/0495,Rachit Hora,Co-conspirator
KAR/MYS/2024/2450,Aarna Kothari,Co-conspirator
KAR/BEN/2024/0146,Advik More,Primary Suspect
KAR/CHI/2024/1955,Bimala Choudhary,Accomplice
KAR/MAN/2024/0371,Upasna Sunder,Primary Suspect
KAR/KOL/2024/2004,Veer Maharaj,Co-conspirator
KAR/KAL/2024/0566,Ekapad Seshadri,Co-conspirator
KAR/BAL/2024/0033,Gautam Dixit,Accomplice
KAR/BEL/2024/0787,Indrajit Boase,Accomplice
KAR/DAV/2024/0821,Pratyush Merchant,Primary Suspect
KAR/HUB/2024/2336,Chavvi Kibe,Co-conspirator
KAR/BEN/2024/1740,Maanas Kara,Accomplice
KAR/VIJ/2024/0028,Anay Sachdev,Co-conspirator
KAR/BEN/2024/0005,Hritik Kapur,Co-conspirator
KAR/BEN/2024/1773,Christopher Seshadri,Co-conspirator
KAR/KAL/2024/0527,Charan Choudhury,Accomplice
KAR/KOP/2024/1009,Jagdish Das,Primary Suspect
KAR/BEL/2024/1143,Harsh Pall,Co-conspirator
KAR/TUM/2024/0069,Mohammed Yohannan,Primary Suspect
KAR/BID/2024/1448,Darpan Doctor,Primary Suspect
KAR/TUM/2024/0924,Michael Krishnamurthy,Accomplice
KAR/KOP/2024/1189,Imaran Dhar,Accomplice
KAR/MYS/2024/1867,Qadim Radhakrishnan,Primary Suspect
KAR/BEN/2024/0649,Bhavani Sood,Primary Suspect
KAR/BEN/2024/1726,Xavier Chanda,Accomplice
KAR/BAL/2024/2118,Gayathri Sura,Primary Suspect
KAR/MAN/2024/0041,Bahadurjit Rai,Primary Suspect
KAR/BEN/2024/1305,Jacob Gour,Accomplice
KAR/BEN/2024/2035,Jairaj Chadha,Accomplice
KAR/CHI/2024/0636,Shaurya Sem,Accomplice
KAR/DAV/2024/1968,Chaitaly Bava,Co-conspirator
KAR/BEN/2024/1837,Harsh Pall,Primary Suspect
KAR/SHI/2024/0812,Hitesh Nair,Primary Suspect
KAR/MAN/2024/0379,Kamala Golla,Co-conspirator
KAR/MAN/2024/1456,Baljiwan Reddy,Co-conspirator
KAR/MYS/2024/1468,Caleb Chana,Primary Suspect
KAR/BEN/2024/0585,Vamakshi Chawla,Accomplice
KAR/DAV/2024/1324,Lavanya Mann,Accomplice
KAR/BEN/2024/1002,Omkaar Mohan,Primary Suspect
KAR/KOL/2024/1519,Megha Sridhar,Co-conspirator
KAR/DAV/2024/1160,Jatin Raman,Co-conspirator
KAR/BEN/2024/0723,Hemang Dara,Primary Suspect
KAR/BEN/2024/0051,Abhimanyu Mangal,Primary Suspect
KAR/KAL/2024/0413,Fitan Varty,Accomplice
KAR/BID/2024/0253,Lipika Chana,Co-conspirator
KAR/UDU/2024/2130,Wahab Oak,Primary Suspect
KAR/VIJ/2024/0492,Divya Maharaj,Primary Suspect
KAR/BEN/2024/0381,Daniel Setty,Accomplice
KAR/MAN/2024/1349,Tejas Aggarwal,Accomplice
KAR/RAI/2024/1554,Mitesh Oak,Primary Suspect
KAR/RAI/2024/1380,Dakshesh Chauhan,Primary Suspect
KAR/CHI/2024/0930,Abhiram Chowdhury,Accomplice
KAR/BEN/2024/2353,Harshil Bhatnagar,Accomplice
KAR/BEN/2024/2157,Leena Manne,Accomplice
KAR/BEN/2024/0148,Tanay Halder,Co-conspirator
KAR/BEN/2024/1893,Tristan Karan,Co-conspirator
KAR/SHI/2024/0878,Akshay Parmar,Primary Suspect
KAR/BEN/2024/1567,Vivaan Gandhi,Primary Suspect
KAR/BEN/2024/1385,Banjeet Shukla,Primary Suspect
KAR/BEN/2024/1734,Chaitanya Zachariah,Primary Suspect
KAR/CHI/2024/0602,Qushi Bumb,Co-conspirator
KAR/BEN/2024/0647,Samaksh Nori,Co-conspirator
KAR/KOP/2024/1301,Jacob Gour,Co-conspirator
KAR/SHI/2024/0369,Tejas Oak,Primary Suspect
KAR/KOL/2024/0743,Ranveer Gokhale,Co-conspirator
KAR/BAL/2024/0922,Maanas Bhardwaj,Primary Suspect
KAR/TUM/2024/1586,Jason Keer,Co-conspirator
KAR/BEL/2024/1355,Gavin Karnik,Co-conspirator
KAR/BEN/2024/1653,Frado Parekh,Co-conspirator
KAR/UDU/2024/1508,Wyatt Kuruvilla,Primary Suspect
KAR/MAN/2024/1261,Christopher Seshadri,Accomplice
KAR/BEN/2024/1740,Balendra Gopal,Co-conspirator
KAR/BEN/2024/1144,Harish Nath,Accomplice
KAR/BEN/2024/1492,Tanay Srivastava,Co-conspirator
KAR/BID/2024/0282,Zashil More,Accomplice
KAR/BEN/2024/1909,Banjeet Badal,Co-conspirator
KAR/MAN/2024/1578,Wriddhish Bhavsar,Primary Suspect
KAR/BEN/2024/2154,David Yohannan,Co-conspirator
KAR/BEN/2024/2062,Ekaraj Mangal,Accomplice
KAR/KAL/2024/0599,Omya Chana,Primary Suspect
KAR/KAL/2024/0450,Abeer Badami,Co-conspirator
KAR/BID/2024/0951,Wridesh Palan,Accomplice
KAR/KAL/2024/1112,Krishna Chahal,Co-conspirator
KAR/BAL/2024/1037,Rishi Mall,Accomplice
KAR/DAV/2024/0137,Adya Ravi,Primary Suspect
KAR/BEN/2024/2255,Balveer Madan,Primary Suspect
KAR/BEN/2024/0592,Tanay Andra,Primary Suspect
KAR/BID/2024/1289,Idika Vora,Primary Suspect
KAR/MAN/2024/2257,Sanya Bedi,Accomplice
KAR/BEN/2024/0719,Gaurangi Bir,Co-conspirator
KAR/BEL/2024/2293,Banjeet Batra,Primary Suspect
KAR/UDU/2024/0165,Damini Chaudhary,Primary Suspect
KAR/BEL/2024/2344,Anmol Bawa,Accomplice
KAR/BEN/2024/2308,Abeer Vyas,Primary Suspect
KAR/BEN/2024/0300,Robert Devi,Accomplice
KAR/BAL/2024/1639,Qadim Tata,Accomplice
KAR/BEN/2024/0867,Bahadurjit Rai,Co-conspirator
KAR/BID/2024/2221,Brijesh Nayak,Primary Suspect
KAR/BEN/2024/0146,Chaaya Bava,Primary Suspect
KAR/SHI/2024/1872,Chasmum Gupta,Accomplice
KAR/BEN/2024/2378,Gabriel Solanki,Primary Suspect
KAR/BEN/2024/1683,Timothy Sampath,Primary Suspect
KAR/BEL/2024/0954,Maanas Suri,Co-conspirator
KAR/DAV/2024/1103,Onveer Kata,Co-conspirator
KAR/MYS/2024/0335,Samesh Borra,Accomplice
KAR/BEN/2024/0415,Jeet Chatterjee,Co-conspirator
KAR/BEN/2024/1035,Quincy Sawhney,Accomplice
KAR/KOL/2024/0623,Isaac Mallick,Accomplice
KAR/BEN/2024/1352,Jeremiah Char,Co-conspirator
KAR/SHI/2024/0150,Charita Buch,Primary Suspect
KAR/BEN/2024/2353,Bimala Choudhary,Primary Suspect
KAR/MAN/2024/0486,Arin Bandi,Primary Suspect
KAR/CHI/2024/1979,Michael Panchal,Accomplice
KAR/BEN/2024/0027,Warhi Char,Primary Suspect
KAR/UDU/2024/1886,Charan Basu,Accomplice
KAR/BEN/2024/1424,Onveer Shere,Accomplice
KAR/BEN/2024/1071,Harsh Gour,Co-conspirator
KAR/CHI/2024/0554,Yash Buch,Co-conspirator
KAR/UDU/2024/1988,Zayyan Memon,Co-conspirator
KAR/BEN/2024/1950,Aayush Palla,Co-conspirator
KAR/DAV/2024/0290,Christopher Brahmbhatt,Co-conspirator
KAR/BEN/2024/0438,Isaiah Aggarwal,Primary Suspect
KAR/BEN/2024/0095,Ati Palla,Primary Suspect
KAR/DAV/2024/1324,Lohit Sahota,Primary Suspect
KAR/BID/2024/1595,Sathvik Bhagat,Primary Suspect
KAR/HUB/2024/0404,Januja Ravi,Primary Suspect
KAR/BEN/2024/0455,Abeer Badami,Primary Suspect
KAR/SHI/2024/0942,Triveni Khalsa,Accomplice
KAR/BEN/2024/0775,Azad Dani,Co-conspirator
KAR/BEN/2024/1565,Kashvi Anne,Co-conspirator
KAR/KOL/2024/1798,Zansi Shankar,Accomplice
KAR/HUB/2024/1686,Hardik Mane,Co-conspirator
KAR/SHI/2024/1632,Raghav Deshpande,Co-conspirator
KAR/RAI/2024/1964,Urvi Shanker,Accomplice
KAR/BEN/2024/1684,Gautam Dhillon,Accomplice
KAR/TUM/2024/2172,Mitali Tandon,Co-conspirator
KAR/MAN/2024/0149,Laban Behl,Co-conspirator
KAR/HUB/2024/2421,Finn Kapoor,Primary Suspect
KAR/BAL/2024/2170,Rachana Kara,Primary Suspect
KAR/UDU/2024/1886,Rachana Edwin,Accomplice
KAR/KOL/2024/0275,Bina Naik,Accomplice
KAR/SHI/2024/0544,Indira Kothari,Co-conspirator
KAR/BEN/2024/1315,Alka Thaman,Co-conspirator
KAR/SHI/2024/2362,Oni Sem,Accomplice
KAR/KOL/2024/1029,Harish Nath,Co-conspirator
KAR/RAI/2024/1483,Wyatt Doshi,Accomplice
KAR/KOP/2024/1189,Qushi Lala,Primary Suspect
KAR/BEL/2024/1808,Chatura Chopra,Co-conspirator
KAR/BEN/2024/1818,David Krishnamurthy,Primary Suspect
KAR/MAN/2024/2490,Shravya Bains,Accomplice
KAR/MYS/2024/1330,Ekavir Kapur,Accomplice
KAR/TUM/2024/2299,Daksh Mammen,Primary Suspect
KAR/BEN/2024/2240,Bhavani Bhatnagar,Primary Suspect
KAR/KOP/2024/1215,Logan Bhattacharyya,Co-conspirator
KAR/BEN/2024/1558,Radhika Bhatt,Accomplice
KAR/BAL/2024/1495,Harish Thakkar,Primary Suspect
KAR/BEN/2024/1558,Liam Ramakrishnan,Primary Suspect
KAR/MAN/2024/2396,Advika Nazareth,Accomplice
KAR/BEN/2024/1196,Tanvi Soni,Co-conspirator
KAR/HUB/2024/1185,Jagat Wagle,Co-conspirator
KAR/BEN/2024/2156,Aadi Nagarajan,Co-conspirator
KAR/BID/2024/1395,Jacob Gour,Accomplice
KAR/BEN/2024/1729,Patrick Sunder,Primary Suspect
KAR/BEN/2024/0380,Yashawini Palla,Co-conspirator
KAR/KOP/2024/1087,Dakshesh Dave,Accomplice
KAR/MAN/2024/0042,Yug Sani,Co-conspirator
KAR/BEN/2024/2156,Dakshesh Dave,Primary Suspect
KAR/TUM/2024/2453,Dev Bhakta,Co-conspirator
KAR/BEN/2024/2487,Laban Shere,Primary Suspect
KAR/MAN/2024/0973,Advaith Dasgupta,Primary Suspect
KAR/KOP/2024/2340,Abhiram Deol,Co-conspirator
KAR/BEN/2024/1958,Warinder Om,Primary Suspect
KAR/DAV/2024/1879,Vaishnavi Chad,Co-conspirator
KAR/TUM/2024/2018,Nihal Vaidya,Primary Suspect
KAR/KOP/2024/0414,Warjas Datta,Primary Suspect
KAR/SHI/2024/1069,Simon Ramakrishnan,Primary Suspect
KAR/MAN/2024/1580,Girik Vyas,Primary Suspect
KAR/SHI/2024/2265,Vivaan Gandhi,Primary Suspect
KAR/BID/2024/1135,Lila Sharaf,Primary Suspect
KAR/HUB/2024/1864,Lipika Brar,Primary Suspect
KAR/BEN/2024/1500,Onkar Singh,Accomplice
KAR/MAN/2024/1068,Kamala Golla,Accomplice
KAR/MYS/2024/1620,Shaurya Nadig,Primary Suspect
KAR/BEN/2024/2160,Jacob Yadav,Co-conspirator
KAR/BEN/2024/0644,Gayathri Sura,Accomplice
KAR/HUB/2024/0345,Thomas Kota,Co-conspirator
