full_name,alias,age,gender,address,district_name,occupation,prior_convictions,modus_operandi,risk_score
Anmol Hayre,,49,Female,"16, Patel Street",Ballari,Mechanic,2,Opportunistic crime,34
Jagvi Sachdev,,52,Male,"H.No. 063, Nair Marg",Udupi,Laborer,0,Opportunistic crime,48
Damyanti Barad,,35,Male,"950, Sachdeva",Davangere,Delivery Boy,1,Opportunistic crime,10
Kalpit Trivedi,,49,Male,"493, Iyengar Zila",Mysuru,Unemployed,0,Opportunistic crime,2
Kashvi Mallick,,45,Male,"92, Grewal Ganj",Chikkamagaluru,Driver,0,Opportunistic crime,5
Bhavna Sami,,35,Male,"33/44, Anand Marg",Bengaluru Rural,Vendor,0,Opportunistic crime,49
Oscar Deshpande,Pranit,28,Male,"H.No. 126, Korpal Zila",Shivamogga,Delivery Boy,1,Opportunistic crime,10
Dakshesh Rao,Siya,30,Male,"84/129, Goswami Marg",Belagavi,Mechanic,0,Opportunistic crime,23
Neel Sheth,Manan,48,Female,"68, Mannan Path",Ballari,Unemployed,0,Opportunistic crime,34
Siddharth Savant,,32,Female,"H.No. 852, Saran Path",Raichur,Delivery Boy,0,Opportunistic crime,1
Girik Khare,,31,Male,"52/75, Iyer Nagar",Mandya,Unemployed,0,Opportunistic crime,23
Patrick Deol,Leena,49,Male,"61/77, Chaudhari Circle",Udupi,Vendor,0,Opportunistic crime,6
Advaith Sibal,,39,Male,"23, Om Street",Raichur,Contractor,1,Opportunistic crime,14
Sanya Bains,,21,Male,"79/644, Mallick Marg",Mysuru,Laborer,0,Opportunistic crime,0
Darika Karpe,,53,Male,"H.No. 931, Chaudry Chowk",Mandya,Driver,0,Opportunistic crime,14
Shivani Uppal,,20,Male,"89/324, Gopal Path",Hubballi-Dharwad,Unemployed,0,Opportunistic crime,37
Isaac Dixit,,41,Male,"044, Chacko Marg",Bengaluru Urban,Unemployed,0,Opportunistic crime,47
Onveer Mittal,,51,Male,"77, Rajagopal Circle",Tumakuru,Mechanic,0,Opportunistic crime,32
Wridesh Tailor,,26,Male,"H.No. 663, Grewal Chowk",Mysuru,Mechanic,2,Opportunistic crime,28
Liam Bhatnagar,Wazir,43,Male,"87/537, Thakur",Koppal,Laborer,0,Opportunistic crime,30
Faqid Sarin,Nathan,21,Male,"907, Kamdar Zila",Kalaburagi,Mechanic,1,Opportunistic crime,39
Girik Date,,21,Male,"621, Kari Nagar",Ballari,Delivery Boy,0,Opportunistic crime,36
Qarin Dutt,,54,Male,"02, Sarraf Marg",Belagavi,Driver,0,Opportunistic crime,1
Nathaniel Hegde,,46,Male,"H.No. 23, Srinivasan Marg",Hassan,Delivery Boy,0,Opportunistic crime,50
Wishi Mangat,Bishakha,21,Female,"997, Ganguly Road",Davangere,Mechanic,0,Opportunistic crime,39
Zaid Andra,,30,Female,"72/82, Agarwal Road",Hubballi-Dharwad,Unemployed,0,Opportunistic crime,41
Ekalinga Lala,,44,Female,"H.No. 38, Krishnamurthy Nagar",Koppal,Vendor,2,Opportunistic crime,39
Balendra Mital,,43,Male,"723, Saxena Street",Udupi,Driver,0,Opportunistic crime,12
Oviya Upadhyay,Daksh,33,Male,"H.No. 139, Thaker Ganj",Raichur,Mechanic,0,Opportunistic crime,19
Aarush Patil,Aahana,47,Male,"10/087, Chawla Marg",Bengaluru Urban,Unemployed,0,Opportunistic crime,42
Amol Shukla,,31,Male,"86, Varty Marg",Raichur,Laborer,1,Opportunistic crime,27
Daksha Nayak,Adweta,39,Male,"70/64, Grover Road",Ballari,Delivery Boy,0,Opportunistic crime,8
Baljiwan Sankar,,26,Male,"73/743, Tella Street",Davangere,Laborer,0,Opportunistic crime,2
Aarnav Manne,,34,Male,"H.No. 84, Ramaswamy Nagar",Ballari,Laborer,0,Opportunistic crime,25
Gaurav Raj,,29,Male,"01/97, Sane Chowk",Bengaluru Urban,Mechanic,0,Opportunistic crime,17
Jason Ranganathan,,29,Male,"803, Nadkarni Nagar",Shivamogga,Contractor,0,Opportunistic crime,48
Manbir Divan,,23,Male,"97/250, Hayre Nagar",Tumakuru,Laborer,1,Opportunistic crime,3
Varenya Pillai,,43,Female,"H.No. 09, Kannan Nagar",Davangere,Mechanic,1,Opportunistic crime,14
Jagat Chakraborty,Anvi,51,Male,"59/45, Sahni Circle",Bengaluru Rural,Contractor,0,Opportunistic crime,5
Jacob Balan,,25,Female,"66/606, Edwin Street",Davangere,Delivery Boy,1,Opportunistic crime,38
Vihaan Saxena,Owen,35,Male,"H.No. 933, Nanda Street",Hassan,Driver,0,Opportunistic crime,32
Veer Kar,,22,Male,"11/01, Mall Ganj",Bengaluru Rural,Laborer,1,Opportunistic crime,34
Krishna Dubey,,44,Male,"H.No. 943, Tiwari Path",Mangaluru (Dakshina Kannada),Delivery Boy,0,Opportunistic crime,26
Girish Dewan,,44,Male,"79, Behl",Tumakuru,Unemployed,0,Opportunistic crime,10
Daksha Zachariah,,21,Female,"971, Kata Nagar",Bengaluru Rural,Contractor,0,Opportunistic crime,31
Ekaraj Yohannan,,47,Male,"221, Sani Path",Udupi,Unemployed,0,Opportunistic crime,20
Anthony Tailor,Bhavna,30,Female,"H.No. 77, Gour Marg",Koppal,Vendor,0,Opportunistic crime,34
Matthew Mannan,,38,Female,"719, Lal Nagar",Ballari,Unemployed,0,Opportunistic crime,43
Isaac Lad,,41,Male,"H.No. 144, Hayre Marg",Ballari,Mechanic,1,Opportunistic crime,36
Samaksh Narula,Chanakya,18,Female,"97/78, Kant Marg",Vijayapura,Driver,0,Opportunistic crime,29
Wakeeta Tiwari,Wridesh,49,Male,"749, Mody Zila",Davangere,Laborer,0,Opportunistic crime,22
Dakshesh Chana,,26,Female,"H.No. 34, Keer Zila",Chikkamagaluru,Driver,1,Opportunistic crime,5
Dakshesh Jayaraman,,32,Female,"H.No. 69, Dhar Ganj",Ballari,Unemployed,0,Opportunistic crime,30
Balveer Natt,,26,Male,"86/18, Badami Zila",Kolar,Unemployed,2,Opportunistic crime,39
Amol Guha,,35,Female,"90/98, Kulkarni Zila",Bengaluru Urban,Contractor,1,Opportunistic crime,45
Kai Mittal,,39,Male,"760, Bhalla Zila",Bengaluru Urban,Driver,0,Opportunistic crime,33
Bhavya Dhingra,,30,Female,"07, Varty Zila",Bengaluru Rural,Vendor,0,Opportunistic crime,2
Aarna Som,Ishita,53,Male,"H.No. 779, Goda Zila",Hubballi-Dharwad,Vendor,0,Opportunistic crime,13
Guneet Mukherjee,,48,Female,"H.No. 19, Sidhu Zila",Koppal,Unemployed,0,Opportunistic crime,47
Thomas Minhas,,21,Male,"12, Mall Road",Chikkamagaluru,Contractor,0,Opportunistic crime,41
Udarsh Kapur,,44,Male,"814, Raja Circle",Bengaluru Urban,Delivery Boy,1,Opportunistic crime,13
Vasudha Walia,Quincy,34,Male,"96/970, Baral Path",Shivamogga,Mechanic,1,Opportunistic crime,36
Maya Raju,,51,Male,"28/23, Venkataraman Path",Bengaluru Urban,Laborer,1,Opportunistic crime,16
Nakul Pathak,,48,Male,"H.No. 14, Balay Nagar",Bengaluru Rural,Mechanic,0,Opportunistic crime,27
Zayyan Tailor,,50,Female,"24/01, Dhillon Ganj",Hubballi-Dharwad,Contractor,1,Opportunistic crime,25
Mitesh Bhalla,Isha,37,Male,"50/34, Mann Street",Hubballi-Dharwad,Vendor,0,Opportunistic crime,44
Jeremiah Ram,,29,Male,"35/55, Dewan Chowk",Mandya,Vendor,0,Opportunistic crime,35
Abha Lalla,,19,Male,"58/31, Chakraborty Street",Bengaluru Urban,Driver,0,Opportunistic crime,11
Rishi Gara,,24,Male,"45, Raghavan Path",Bengaluru Urban,Laborer,0,Opportunistic crime,29
George Borde,,21,Male,"68/626, Butala Road",Belagavi,Laborer,2,Opportunistic crime,14
Sai Balay,,55,Male,"39/137, Desai Marg",Mysuru,Delivery Boy,0,Opportunistic crime,38
Neel Hans,,24,Male,"H.No. 639, Raju Path",Shivamogga,Vendor,0,Opportunistic crime,16
Aarnav Mishra,,45,Male,"887, Tak Nagar",Vijayapura,Laborer,0,Opportunistic crime,39
Darika Din,,54,Female,"H.No. 64, Rao Chowk",Koppal,Laborer,1,Opportunistic crime,50
Siddharth Yadav,,45,Female,"72/48, Saha Zila",Udupi,Mechanic,0,Opportunistic crime,0
Dhriti Gupta,,42,Male,"H.No. 288, Lalla",Davangere,Delivery Boy,0,Opportunistic crime,12
Prisha Mani,,46,Male,"73/33, Keer Street",Ballari,Driver,0,Opportunistic crime,45
Jatin Tailor,,37,Male,"197, Bhandari Ganj",Belagavi,Unemployed,0,Opportunistic crime,29
Kai Iyer,,42,Male,"21/87, Borra Marg",Kalaburagi,Unemployed,0,Opportunistic crime,35
Odika Borah,Yamini,28,Male,"50/317, Mall Ganj",Belagavi,Delivery Boy,0,Opportunistic crime,48
Wazir Palan,,49,Male,"235, Lall Marg",Belagavi,Contractor,0,Opportunistic crime,41
Siddharth Khosla,,47,Female,"H.No. 956, Aurora Road",Ballari,Contractor,1,Opportunistic crime,32
Sai Atwal,Yoshita,35,Male,"35/93, Mangat Ganj",Ballari,Mechanic,1,Opportunistic crime,19
Charan Devan,,19,Male,"775, Dewan",Mangaluru (Dakshina Kannada),Contractor,0,Opportunistic crime,12
Omkaar Tank,,50,Male,"61/74, Batra Street",Tumakuru,Mechanic,0,Opportunistic crime,2
Vihaan Varughese,,34,Male,"H.No. 064, Minhas Circle",Bidar,Delivery Boy,0,Opportunistic crime,44
Viraj Samra,,46,Male,"H.No. 956, Gala Street",Mangaluru (Dakshina Kannada),Driver,2,Opportunistic crime,1
Libni Edwin,,52,Female,"42/913, Keer Zila",Bengaluru Urban,Mechanic,0,Opportunistic crime,21
Matthew Sridhar,,46,Male,"H.No. 41, Bir Street",Hubballi-Dharwad,Mechanic,0,Opportunistic crime,25
Gopal Datta,Jai,33,Male,"205, Kaul Circle",Udupi,Contractor,0,Opportunistic crime,19
Nidhi Mann,David,34,Female,"80/586, Mangat Marg",Hubballi-Dharwad,Laborer,2,Opportunistic crime,37
Yatin Deep,,19,Male,"H.No. 647, Ratta Circle",Chikkamagaluru,Unemployed,0,Opportunistic crime,3
Kiaan Hans,,46,Male,"H.No. 614, Sunder Street",Bengaluru Urban,Mechanic,0,Opportunistic crime,1
Ishwar Hayer,,45,Male,"69/564, Dora",Udupi,Vendor,0,Opportunistic crime,10
Tanay Balan,,25,Female,"10/49, Prasad Road",Bidar,Unemployed,1,Opportunistic crime,14
Maanas Varughese,Charan,37,Male,"88/77, Goyal Road",Mangaluru (Dakshina Kannada),Vendor,1,Opportunistic crime,44
Isaac Khurana,,50,Female,"30, Mukherjee Chowk",Shivamogga,Laborer,0,Opportunistic crime,12
Triya Mutti,,37,Male,"H.No. 50, Sarma Road",Hassan,Contractor,0,Opportunistic crime,43
Jatin Shenoy,,50,Male,"H.No. 233, Sethi Chowk",Bengaluru Rural,Unemployed,0,Opportunistic crime,50
Pavani Vaidya,,49,Male,"H.No. 68, Dhingra Marg",Ballari,Contractor,0,Opportunistic crime,14
Xalak Bath,,29,Male,"H.No. 33, Rai Circle",Davangere,Delivery Boy,0,Opportunistic crime,49
Timothy Tata,,55,Male,"03/464, Kurian Nagar",Hassan,Laborer,1,Opportunistic crime,5
Indrajit Dhillon,,52,Female,"73, Som Path",Vijayapura,Unemployed,0,Opportunistic crime,25
Ishaan Cheema,,41,Female,"86/241, Tailor Zila",Mysuru,Laborer,1,Opportunistic crime,24
Edhitha Krishnan,,32,Male,"02/40, Khurana Chowk",Vijayapura,Mechanic,1,Opportunistic crime,12
Urvashi Sani,Yatin,24,Male,"15/02, Pandya",Chikkamagaluru,Laborer,0,Opportunistic crime,20
Ekanta Mitra,Sara,23,Male,"69/87, Thakkar Street",Mangaluru (Dakshina Kannada),Contractor,0,Opportunistic crime,23
Yuvraj Dixit,Vanya,35,Male,"85/185, Johal Road",Tumakuru,Vendor,0,Opportunistic crime,10
Qabil Pradhan,,23,Male,"H.No. 363, Setty Marg",Kolar,Contractor,0,Opportunistic crime,28
Yuvraj Kanda,Lopa,49,Male,"231, Buch Path",Tumakuru,Unemployed,0,Opportunistic crime,43
Ekbal Merchant,,25,Male,"25/33, Naidu Road",Bengaluru Rural,Delivery Boy,0,Opportunistic crime,19
Inaya Buch,Aradhana,30,Female,"H.No. 686, Khurana Path",Belagavi,Driver,0,Opportunistic crime,49
Chatura Bhakta,Xalak,45,Male,"788, Lata Path",Ballari,Mechanic,0,Opportunistic crime,19
Shivansh Ghose,Ojasvi,27,Male,"19/83, Pau Path",Koppal,Delivery Boy,0,Opportunistic crime,50
Rishi Pillai,,49,Female,"58/001, Bhagat Marg",Shivamogga,Contractor,0,Opportunistic crime,25
Gayathri Venkatesh,,26,Male,"75/67, Mitra Marg",Chikkamagaluru,Driver,0,Opportunistic crime,23
Baghyawati Lanka,Hardik,52,Male,"954, Gara Chowk",Davangere,Mechanic,0,Opportunistic crime,44
Bakhshi Sahni,,38,Male,"H.No. 203, Vaidya Chowk",Shivamogga,Unemployed,0,Opportunistic crime,1
Yachana Shanker,,26,Male,"29, Chander Path",Bidar,Laborer,0,Opportunistic crime,36
Rushil Virk,Rishi,26,Male,"66/492, Bhattacharyya Nagar",Shivamogga,Contractor,0,Opportunistic crime,26
Jai Gupta,,28,Male,"H.No. 218, Hayre Street",Davangere,Vendor,0,Opportunistic crime,48
Pranav Morar,,41,Male,"34/19, Walia Street",Belagavi,Driver,0,Opportunistic crime,47
Faras Nigam,,22,Male,"228, Jaggi Ganj",Ballari,Mechanic,2,Opportunistic crime,20
Anvi Shetty,,43,Female,"H.No. 39, Biswas Chowk",Mangaluru (Dakshina Kannada),Vendor,2,Opportunistic crime,22
Yatan Hari,,46,Female,"H.No. 35, Dada Path",Ballari,Mechanic,0,Opportunistic crime,39
Eta Dada,Aarav,30,Male,"667, Ahluwalia Road",Bengaluru Rural,Driver,0,Opportunistic crime,27
Agastya Ratti,,25,Male,"H.No. 302, Suresh Zila",Tumakuru,Laborer,1,Opportunistic crime,49
Oni Agate,,35,Male,"13/391, Majumdar Zila",Bengaluru Rural,Driver,0,Opportunistic crime,27
Warinder Salvi,Upasna,33,Male,"H.No. 16, Bail Street",Kalaburagi,Mechanic,0,Opportunistic crime,34
Vedant Raghavan,,42,Male,"06/040, Khanna Nagar",Shivamogga,Unemployed,0,Opportunistic crime,22
Ryan Bora,,46,Male,"13/02, Narang",Hubballi-Dharwad,Vendor,0,Opportunistic crime,41
Abdul Narain,,30,Female,"676, Kari Circle",Bengaluru Rural,Delivery Boy,1,Opportunistic crime,28
Harsh Kannan,,22,Male,"H.No. 04, Agate Ganj",Vijayapura,Mechanic,0,Opportunistic crime,14
Joshua Karan,,54,Male,"49, Karpe",Koppal,Vendor,0,Opportunistic crime,35
Ansh Sant,,45,Female,"H.No. 842, Chakrabarti Chowk",Mangaluru (Dakshina Kannada),Delivery Boy,0,Opportunistic crime,36
Faqid Kanda,,34,Male,"13/30, Narang Path",Bengaluru Rural,Driver,0,Opportunistic crime,40
Chandresh Modi,,32,Female,"10/03, Vig Zila",Bidar,Vendor,0,Opportunistic crime,48
Waida Parekh,Ekbal,31,Male,"H.No. 96, Vasa Circle",Bengaluru Urban,Driver,0,Opportunistic crime,29
Arya Parikh,,45,Male,"H.No. 049, Shukla Path",Raichur,Unemployed,1,Opportunistic crime,10
Wahab Mangal,Tarak,53,Male,"75/863, Kapoor Nagar",Shivamogga,Laborer,0,Opportunistic crime,10
Ansh Tripathi,,39,Male,"03, Parmer Path",Raichur,Laborer,1,Opportunistic crime,16
Isha Dara,Oeshi,32,Female,"811, Khare Zila",Bengaluru Rural,Unemployed,0,Opportunistic crime,28
Gavin Sule,,32,Male,"91/53, Ganesh Street",Chikkamagaluru,Driver,1,Opportunistic crime,1
Bachittar Ravi,Manthan,55,Male,"34/592, Master Ganj",Hubballi-Dharwad,Contractor,0,Opportunistic crime,40
Harsh Manne,Timothy,53,Male,"H.No. 163, Ratti Circle",Shivamogga,Unemployed,0,Opportunistic crime,6
Harrison Mangal,,33,Male,"071, Shukla Road",Koppal,Vendor,0,Opportunistic crime,15
Utkarsh Bala,,43,Male,"09, Patel Street",Hassan,Unemployed,0,Opportunistic crime,2
Forum Soni,Jai,27,Male,"H.No. 392, Sethi Marg",Chikkamagaluru,Driver,0,Opportunistic crime,41
Vasana Majumdar,,39,Male,"H.No. 88, Oak",Davangere,Driver,0,Opportunistic crime,26
Nakul Dhingra,,31,Female,"15/96, Boase Street",Vijayapura,Vendor,0,Opportunistic crime,5
Robert Parsa,,20,Male,"492, Kala Road",Belagavi,Mechanic,1,Opportunistic crime,11
Max Comar,,32,Male,"487, Setty Chowk",Bidar,Mechanic,0,Opportunistic crime,26
Noah Agate,,51,Male,"07/804, Varughese Road",Shivamogga,Unemployed,0,Opportunistic crime,20
Abdul Nair,,45,Male,"13/09, Date Street",Shivamogga,Vendor,0,Opportunistic crime,17
Balhaar Wason,,43,Female,"91, Dugar",Kalaburagi,Driver,0,Opportunistic crime,33
Anirudh Nagi,,22,Male,"H.No. 867, Khanna Path",Mandya,Mechanic,0,Opportunistic crime,28
Jairaj Sodhi,Ekalinga,30,Male,"10, Gara",Mandya,Driver,0,Opportunistic crime,3
Kalpit Dhar,,28,Male,"H.No. 271, Keer Path",Bengaluru Urban,Driver,0,Opportunistic crime,9
Andrew Bhatt,Ojasvi,43,Female,"H.No. 844, Pillay Road",Bengaluru Rural,Driver,0,Opportunistic crime,37
Bina Radhakrishnan,,45,Male,"H.No. 483, Goyal Chowk",Hassan,Delivery Boy,0,Opportunistic crime,28
Ethan Srinivas,,53,Male,"060, Batra Zila",Kalaburagi,Driver,1,Opportunistic crime,36
Andrew Mukhopadhyay,Peter,38,Male,"H.No. 915, Bal Ganj",Davangere,Vendor,0,Opportunistic crime,26
Nathaniel Shroff,,22,Male,"862, Purohit Zila",Mandya,Delivery Boy,0,Opportunistic crime,19
Sathvik Ganesan,,42,Female,"83, Dutta Ganj",Tumakuru,Mechanic,0,Opportunistic crime,26
Rushil Nayar,,51,Male,"H.No. 75, Dey Road",Mangaluru (Dakshina Kannada),Mechanic,0,Opportunistic crime,26
Tanveer Bansal,,41,Male,"05/509, Mohan Marg",Davangere,Vendor,0,Opportunistic crime,10
Pranit Chahal,,23,Male,"H.No. 446, Hans Road",Ballari,Vendor,1,Opportunistic crime,21
Chaitaly Yogi,,46,Male,"621, Sankaran",Vijayapura,Driver,0,Opportunistic crime,1
Jairaj Swaminathan,Ekiya,53,Male,"81, Natt Zila",Mangaluru (Dakshina Kannada),Unemployed,0,Opportunistic crime,34
Timothy Mallick,,19,Female,"50/869, Bhatnagar Ganj",Mangaluru (Dakshina Kannada),Unemployed,1,Opportunistic crime,50
Aayush Basak,,41,Female,"43/85, Chanda Nagar",Bengaluru Urban,Laborer,0,Opportunistic crime,23
Suhani Srinivas,,23,Female,"H.No. 13, Nagarajan Road",Belagavi,Vendor,0,Opportunistic crime,10
Zashil Sastry,,43,Male,"H.No. 82, Bumb Circle",Chikkamagaluru,Unemployed,0,Opportunistic crime,3
Pranit Deshpande,,28,Female,"33/48, Raghavan Marg",Kolar,Vendor,1,Opportunistic crime,40
Peter Kari,Mitesh,52,Male,"82/44, Bava Path",Davangere,Driver,0,Opportunistic crime,3
Jagrati Dugar,Urvi,42,Male,"706, Bava Chowk",Kalaburagi,Contractor,0,Opportunistic crime,32
Vivaan Shan,,24,Female,"01, Shroff Path",Mangaluru (Dakshina Kannada),Mechanic,1,Opportunistic crime,41
Ronith Sarna,Widisha,32,Male,"87/089, Grewal Road",Hubballi-Dharwad,Driver,0,Opportunistic crime,33
Aarav Pal,,32,Female,"H.No. 27, Das Marg",Davangere,Contractor,0,Opportunistic crime,13
Mahika Sahota,,37,Male,"002, Shetty Circle",Chikkamagaluru,Mechanic,0,Opportunistic crime,32
Onkar Mody,Ijaya,48,Male,"H.No. 378, Thaker Road",Ballari,Unemployed,0,Opportunistic crime,16
Anvi Tella,,40,Female,"H.No. 94, Choudhary",Tumakuru,Driver,0,Opportunistic crime,10
Raksha Mistry,,24,Male,"86/51, Divan Street",Ballari,Unemployed,0,Opportunistic crime,15
Gaurang Sandal,Faqid,54,Female,"H.No. 622, Roy Ganj",Shivamogga,Mechanic,0,Opportunistic crime,17
Rayaan Bhargava,,54,Male,"H.No. 155, Kapadia Ganj",Bengaluru Rural,Unemployed,0,Opportunistic crime,39
Wridesh Narasimhan,,55,Male,"29/342, Ganesan",Udupi,Driver,0,Opportunistic crime,6
Ria Magar,Sneha,18,Male,"29/31, Nayak Path",Shivamogga,Driver,1,Opportunistic crime,19
Gavin Varty,,40,Female,"769, Sen Marg",Koppal,Unemployed,1,Opportunistic crime,30
Atharv Goyal,Yashodhara,36,Male,"13/570, Aurora Ganj",Shivamogga,Delivery Boy,0,Opportunistic crime,24
Caleb Viswanathan,,21,Male,"935, Prakash Path",Hassan,Laborer,1,Opportunistic crime,42
Chanakya Gola,,40,Male,"565, Krishnan Street",Hubballi-Dharwad,Vendor,0,Opportunistic crime,46
Pahal Wason,,53,Male,"H.No. 682, Butala Path",Raichur,Driver,1,Opportunistic crime,27
Daniel Bala,,52,Male,"27/41, Gola Circle",Belagavi,Contractor,0,Opportunistic crime,43
Hritik Dube,Balendra,19,Male,"84/20, Kunda",Kalaburagi,Vendor,0,Opportunistic crime,41
Om Majumdar,,22,Male,"112, Mody Circle",Hassan,Mechanic,1,Opportunistic crime,45
Mitesh Kaul,,40,Male,"H.No. 03, Gandhi Nagar",Kolar,Contractor,0,Opportunistic crime,24
Benjamin Bansal,,41,Female,"H.No. 72, Chanda",Kolar,Driver,0,Opportunistic crime,14
Arjun Gara,,35,Male,"H.No. 05, Bal Road",Mysuru,Vendor,0,Opportunistic crime,11
Anika Grover,,48,Female,"35, Sinha Ganj",Kalaburagi,Driver,0,Opportunistic crime,24
Pranav Prabhakar,Nicholas,32,Male,"20/43, Madan Zila",Bengaluru Rural,Mechanic,0,Opportunistic crime,37
Rohan Vig,,44,Male,"98/44, Gandhi Ganj",Davangere,Driver,0,Opportunistic crime,33
Tejas Choudhary,Aayush,42,Male,"37, Sood Street",Vijayapura,Delivery Boy,0,Opportunistic crime,1
Gabriel Rana,Janya,26,Male,"053, Pradhan Road",Tumakuru,Mechanic,0,Opportunistic crime,48
Vedant Ahuja,Eshana,21,Male,"373, Ahuja Street",Bengaluru Rural,Unemployed,2,Opportunistic crime,45
Laban Bhatia,Bakhshi,41,Female,"H.No. 773, Master Marg",Koppal,Unemployed,1,Opportunistic crime,49
Ekansh Konda,,39,Female,"37/02, Parmer Circle",Ballari,Unemployed,0,Opportunistic crime,44
Nathan Kunda,,24,Female,"H.No. 25, Dhillon Chowk",Mangaluru (Dakshina Kannada),Contractor,1,Opportunistic crime,36
Saumya Lad,,26,Female,"H.No. 53, Jayaraman Chowk",Bengaluru Rural,Unemployed,0,Opportunistic crime,33
Tanmayi Jaggi,,39,Female,"48/396, Nigam Path",Vijayapura,Mechanic,0,Opportunistic crime,44
Samuel Munshi,,37,Male,"268, Dugar Ganj",Ballari,Mechanic,0,Opportunistic crime,35
Victor Wason,,54,Male,"29/89, Singhal Zila",Bengaluru Urban,Delivery Boy,0,Opportunistic crime,23
Viraj Gara,Nilima,35,Male,"46, Ravel Street",Mysuru,Vendor,0,Opportunistic crime,22
Raghav Kale,Joshua,29,Male,"991, Kade Circle",Hubballi-Dharwad,Unemployed,0,Opportunistic crime,34
Girindra Patel,,52,Male,"03, Batta Street",Bengaluru Urban,Contractor,0,Opportunistic crime,40
Nirja Goda,,31,Female,"59/705, Hayer",Vijayapura,Laborer,1,Opportunistic crime,50
Jai Khatri,,52,Female,"16/767, Anand Ganj",Hassan,Contractor,2,Opportunistic crime,1
Rehaan Swamy,,37,Female,"H.No. 872, Gera Ganj",Kolar,Delivery Boy,0,Opportunistic crime,20
Ranveer Dhar,Chakradev,45,Male,"833, Rajagopalan Street",Hubballi-Dharwad,Mechanic,0,Opportunistic crime,48
Nitesh Andra,,42,Male,"H.No. 52, Kapadia Marg",Bidar,Mechanic,2,Opportunistic crime,27
Ayaan Karan,,53,Female,"714, Borra Path",Hassan,Delivery Boy,0,Opportunistic crime,27
Fitan Narayanan,Odika,43,Male,"H.No. 99, Vyas Ganj",Raichur,Vendor,2,Opportunistic crime,11
Matthew Bandi,,33,Male,"698, Pandit Circle",Udupi,Laborer,0,Opportunistic crime,20
Reva Bhandari,,37,Male,"38, Raman Marg",Hubballi-Dharwad,Vendor,1,Opportunistic crime,23
Samaksh Chaudhry,,51,Male,"84/630, Uppal Circle",Shivamogga,Laborer,0,Opportunistic crime,0
Isaiah Chauhan,,24,Male,"845, Prasad Nagar",Hubballi-Dharwad,Unemployed,0,Opportunistic crime,26
Chatresh Gala,,39,Male,"25, Dhingra Ganj",Tumakuru,Contractor,0,Opportunistic crime,25
Nitesh Chokshi,,22,Male,"769, Bath Road",Bengaluru Rural,Contractor,0,Opportunistic crime,6
Om Arya,,20,Male,"H.No. 53, Mangal Zila",Hubballi-Dharwad,Vendor,0,Opportunistic crime,28
Nathaniel Dugar,,37,Male,"89/41, Issac Chowk",Kolar,Delivery Boy,0,Opportunistic crime,33
Devansh Dixit,Pahal,36,Male,"H.No. 15, Om Circle",Bengaluru Rural,Driver,1,Opportunistic crime,49
Balhaar Parikh,,54,Female,"19, Deshpande Chowk",Chikkamagaluru,Vendor,0,Opportunistic crime,38
Ekaraj Gill,,40,Male,"H.No. 78, Murthy Nagar",Kolar,Delivery Boy,1,Opportunistic crime,34
Chandran Kade,,36,Male,"07/073, Sarraf Road",Bengaluru Urban,Vendor,0,Opportunistic crime,29
Anthony Mani,Amrita,48,Male,"87/379, Kale Road",Kalaburagi,Delivery Boy,0,Opportunistic crime,42
Dominic Wali,,48,Male,"22/024, Choudhary Circle",Vijayapura,Unemployed,1,Opportunistic crime,31
Logan Radhakrishnan,Qarin,45,Male,"004, Batta Chowk",Ballari,Mechanic,1,Opportunistic crime,10
Urishilla Panchal,,38,Male,"H.No. 28, Dara Marg",Bengaluru Rural,Delivery Boy,0,Opportunistic crime,34
Oliver Gupta,,46,Male,"H.No. 64, Wadhwa Road",Bidar,Mechanic,0,Opportunistic crime,7
Hredhaan Mammen,Nitesh,45,Female,"H.No. 497, Mallick Marg",Kalaburagi,Vendor,0,Opportunistic crime,23
Advik Natt,Tanvi,42,Female,"92, Krishnamurthy Road",Tumakuru,Laborer,0,Opportunistic crime,27
Sanya Ramanathan,Priya,40,Female,"62, Uppal Street",Bengaluru Urban,Contractor,0,Opportunistic crime,42
Aditya Bir,,49,Male,"79/817, Aggarwal",Mysuru,Mechanic,1,Opportunistic crime,40
Anirudh Yohannan,,32,Female,"25, Lala",Bengaluru Urban,Unemployed,0,Opportunistic crime,15
Kiaan Varkey,,51,Female,"19, Vyas",Ballari,Vendor,1,Opportunistic crime,45
Jeet Sampath,Gagan,26,Male,"98/912, Mital Zila",Kalaburagi,Delivery Boy,0,Opportunistic crime,14
Aarush Loke,,36,Male,"01/80, Chowdhury Nagar",Chikkamagaluru,Unemployed,0,Opportunistic crime,40
Finn Manda,,39,Male,"865, Iyengar Circle",Shivamogga,Mechanic,0,Opportunistic crime,26
Ekalinga Chowdhury,,46,Female,"40, Narain Chowk",Mangaluru (Dakshina Kannada),Vendor,0,Opportunistic crime,17
Yatin Nagi,,45,Female,"96/961, Dhillon Path",Mysuru,Laborer,0,Opportunistic crime,41
Michael Ghosh,,27,Male,"72, Dewan Street",Udupi,Unemployed,0,Opportunistic crime,6
Christopher Sule,,50,Male,"982, Lanka Ganj",Kalaburagi,Unemployed,0,Opportunistic crime,14
Lavanya Walia,Chaaya,26,Female,"H.No. 62, Raval Street",Bidar,Mechanic,1,Opportunistic crime,39
