fir_case_number,victim_full_name
KAR/KOP/2024/1208,Anvi Malhotra
KAR/BEN/2024/1209,Hiral Sani
KAR/DAV/2024/1210,Niharika Bhakta
KAR/BID/2024/1211,Nakul Kota
KAR/RAI/2024/1212,Oscar Anne
KAR/KOL/2024/1213,Rachana Rajagopalan
KAR/BEN/2024/1214,Chandresh Bose
KAR/HAS/2024/1215,Aadi Chandra
KAR/HAS/2024/1216,Chakradhar Nigam
KAR/BEN/2024/1217,Benjamin Ratti
KAR/BEN/2024/1218,Ekalinga Sule
KAR/BEN/2024/1219,Reyansh Talwar
KAR/KOL/2024/1220,Tanmayi Raval
KAR/CHI/2024/1221,Isaac Nagy
KAR/BAL/2024/1222,Champak Golla
KAR/HUB/2024/1223,Pavani Kurian
KAR/BEN/2024/1224,Turvi Kumar
KAR/MAN/2024/1225,Edhitha Bhasin
KAR/BEN/2024/1226,Damini Shroff
KAR/BEN/2024/1227,Krishna Borde
KAR/CHI/2024/1228,Gaurav Kara
KAR/BAL/2024/1229,Hardik Khalsa
KAR/KOP/2024/1230,Theodore Singhal
KAR/BEN/2024/1231,Advika Bansal
KAR/HAS/2024/1232,Pahal Singhal
KAR/BEN/2024/1233,Oeshi Loyal
KAR/HUB/2024/1234,Kavya Oommen
KAR/BEN/2024/1235,Ayaan Balay
KAR/MAN/2024/1236,Chakradev Morar
KAR/MAN/2024/1237,Tara Bala
KAR/BEN/2024/1238,Daniel Seshadri
KAR/BEN/2024/1239,Udyati Kannan
KAR/CHI/2024/1240,Bhavika Mammen
KAR/BEN/2024/1241,Aditya Muni
KAR/HUB/2024/1242,Harsh Sridhar
KAR/BAL/2024/1243,Pallavi Gara
KAR/BEN/2024/1244,Samarth Dasgupta
KAR/BID/2024/1245,Ekiya Dhingra
KAR/BEN/2024/1246,Lopa Shanker
KAR/KAL/2024/1247,Onveer Srinivas
KAR/BAL/2024/1248,Ranbir Dhar
KAR/BEN/2024/1249,Januja Khurana
KAR/BEN/2024/1250,Dominic Karan
KAR/DAV/2024/1251,Omkaar Saran
KAR/BEN/2024/1252,Girik Srinivasan
KAR/HUB/2024/1253,Avi Sura
KAR/BEN/2024/1254,Praneel Ben
KAR/TUM/2024/1255,Chatresh Majumdar
KAR/HUB/2024/1256,Henry Wadhwa
KAR/BEN/2024/1257,Harsh Aggarwal
KAR/KAL/2024/1258,Tarak Nayar
KAR/MAN/2024/1259,Mahika Majumdar
KAR/MAN/2024/1260,Chameli Kuruvilla
KAR/KAL/2024/1261,Ekaraj Thaker
KAR/CHI/2024/1262,Nathaniel Desai
KAR/HAS/2024/1263,Tanveer Walla
KAR/HAS/2024/1264,Guneet Sridhar
KAR/SHI/2024/1265,Eiravati Johal
KAR/BID/2024/1266,Pratyush Gandhi
KAR/DAV/2024/1267,Alexander Ganesh
KAR/MAN/2024/1268,Frado Brar
KAR/DAV/2024/1269,Oscar Nayak
KAR/BEN/2024/1270,Tripti Murthy
KAR/BAL/2024/1271,Jeet Bhagat
KAR/BEN/2024/1272,Jeremiah Pingle
KAR/BEN/2024/1273,Lucky Malhotra
KAR/HUB/2024/1274,Ekta Nori
KAR/BEN/2024/1275,Lopa Basu
KAR/SHI/2024/1276,Gautami Bajaj
KAR/BEN/2024/1277,Nathaniel Tata
KAR/VIJ/2024/1278,Devansh Pall
KAR/BEN/2024/1279,Upma Pingle
KAR/BEN/2024/1280,Jagdish Choudhry
KAR/VIJ/2024/1281,Adya Grover
KAR/BEN/2024/1282,Tejas Chaudhuri
KAR/BEL/2024/1283,Ekapad Agarwal
KAR/BEL/2024/1284,Geetika Bajaj
KAR/BEN/2024/1285,Daksha Ganguly
KAR/BEN/2024/1286,Leela Nadkarni
KAR/BEL/2024/1287,Odika Madan
KAR/MYS/2024/1288,Pallavi Venkataraman
KAR/BAL/2024/1289,Ati Sharma
KAR/HAS/2024/1290,Joshua Vora
KAR/BEN/2024/1291,Aarush Savant
KAR/BEL/2024/1292,Meghana Narayanan
KAR/BEL/2024/1293,Chasmum Nagarajan
KAR/BEN/2024/1294,Hamsini Patla
KAR/BEL/2024/1295,Suhani Agate
KAR/BEN/2024/1296,Ekansh Verma
KAR/KAL/2024/1297,Farhan Raghavan
KAR/VIJ/2024/1298,Anvi Singhal
KAR/KOP/2024/1299,Anirudh Seshadri
KAR/BEL/2024/1300,Siddharth Vala
KAR/BEN/2024/1301,Andrew Sahota
KAR/BEN/2024/1302,Sachi Sharaf
KAR/KAL/2024/1303,Yashoda Majumdar
KAR/BEN/2024/1304,Madhavi Sanghvi
KAR/KOP/2024/1305,Ishwar Date
KAR/SHI/2024/1306,Osha Soman
KAR/BEN/2024/1307,Mitali Sethi
KAR/KOL/2024/1308,Kamya Sankar
KAR/RAI/2024/1309,Anusha Chand
KAR/BEN/2024/1310,Christopher Atwal
KAR/BEN/2024/1311,Omisha Prasad
KAR/BEN/2024/1312,Praneel Agate
KAR/BEN/2024/1313,Zaid Pau
KAR/MAN/2024/1314,Gavin Rau
KAR/RAI/2024/1315,Lila Manne
KAR/CHI/2024/1316,Isaac Bala
KAR/BEN/2024/1317,Tristan Shukla
KAR/VIJ/2024/1318,Naveen Sampath
KAR/DAV/2024/1319,Eta Kumer
KAR/VIJ/2024/1320,Zaid Varty
KAR/BID/2024/1321,Abeer Khare
KAR/SHI/2024/1322,Aashi Balasubramanian
KAR/BEN/2024/1323,Zilmil Chaudhry
KAR/BEN/2024/1324,Ganga Dhar
KAR/BEL/2024/1325,Guneet Shroff
KAR/BEN/2024/1326,Aradhana Patil
KAR/BEN/2024/1327,Azaan Deshpande
KAR/TUM/2024/1328,Nidhi Saxena
KAR/BID/2024/1329,Qushi Palla
KAR/KAL/2024/1330,Avi Sibal
KAR/BEL/2024/1331,Triya Datta
KAR/BEN/2024/1332,Neha Magar
KAR/MYS/2024/1333,Advika Chaudhuri
KAR/SHI/2024/1334,Eesha Chokshi
KAR/BEN/2024/1335,Parth Sharaf
KAR/MAN/2024/1336,Amol Samra
KAR/BEN/2024/1337,Falan Memon
KAR/RAI/2024/1338,Jason Joshi
KAR/BEN/2024/1339,Vincent Andra
KAR/BEN/2024/1340,Ojasvi Char
KAR/HAS/2024/1341,Mason Sachdeva
KAR/UDU/2024/1342,Gautami Dani
KAR/SHI/2024/1343,Radhika Ratta
KAR/KOL/2024/1344,Vrinda Modi
KAR/BEN/2024/1345,Ekaraj Gola
KAR/MAN/2024/1346,Vasudha Baral
KAR/BEN/2024/1347,Kiaan Randhawa
KAR/BEN/2024/1348,Netra Aggarwal
KAR/BEN/2024/1349,Naksh Kala
KAR/BID/2024/1350,Damyanti Nadig
KAR/UDU/2024/1351,Benjamin Andra
KAR/BEN/2024/1352,Benjamin Chad
KAR/CHI/2024/1353,Bhavika Buch
KAR/KOP/2024/1354,Urmi Parmer
KAR/VIJ/2024/1355,Qadim Magar
KAR/MYS/2024/1356,Falguni Taneja
KAR/HUB/2024/1357,Gunbir Das
KAR/BEN/2024/1358,Vivaan Barad
KAR/KAL/2024/1359,Vedant Dixit
KAR/VIJ/2024/1360,Yutika Gill
KAR/BEN/2024/1361,Triveni Borde
KAR/BEN/2024/1362,Oliver Bahri
KAR/BAL/2024/1363,Divya Saini
KAR/BAL/2024/1364,Aarini Bhatti
KAR/BEN/2024/1365,Vedant Sandhu
KAR/BEN/2024/1366,Pavani Barad
KAR/HAS/2024/1367,Forum Dhaliwal
KAR/MAN/2024/1368,Teerth Kamdar
KAR/HAS/2024/1369,Veer Dugar
KAR/KAL/2024/1370,Shivansh Arora
KAR/BEN/2024/1371,Sudiksha Char
KAR/BEN/2024/1372,William Bhasin
KAR/HAS/2024/1373,Vedant Bose
KAR/BEN/2024/1374,Anika Merchant
KAR/BEN/2024/1375,Mekhala Ghose
KAR/BEN/2024/1376,Ishani Mistry
KAR/BEN/2024/1377,Akshay Viswanathan
KAR/BEN/2024/1378,Meera Vyas
KAR/BEN/2024/1379,Ekansh Cheema
KAR/CHI/2024/1380,Ojas Varty
KAR/BID/2024/1381,Ekbal Pathak
KAR/BEN/2024/1382,Pooja Apte
KAR/RAI/2024/1383,Noah Sachar
KAR/DAV/2024/1384,Ucchal Shankar
KAR/HUB/2024/1385,Tristan Nair
KAR/BEN/2024/1386,Jagat Chada
KAR/BEN/2024/1387,Ekavir Hegde
KAR/BEL/2024/1388,Yutika Prakash
KAR/VIJ/2024/1389,Ranveer Din
KAR/BEN/2024/1390,Arjun Lad
KAR/UDU/2024/1391,Chakradev Deo
KAR/BEN/2024/1392,Lipika Borra
KAR/DAV/2024/1393,Gopal Pillay
KAR/MYS/2024/1394,Chaitanya Upadhyay
KAR/BID/2024/1395,Ladli Nori
KAR/TUM/2024/1396,Advika Bhalla
KAR/BEN/2024/1397,Ekansh Kamdar
KAR/BAL/2024/1398,Faras Toor
KAR/BEN/2024/1399,Victor Khurana
KAR/TUM/2024/1400,Alka Minhas
KAR/BEN/2024/1401,Abhimanyu Oza
KAR/BEN/2024/1402,Samarth Kala
KAR/BEN/2024/1403,Charan Manne
KAR/BEL/2024/1404,Manbir Bera
KAR/MAN/2024/1405,Farhan Varty
KAR/MYS/2024/1406,Arunima Varty
KAR/DAV/2024/1407,Turvi Sabharwal
KAR/BEN/2024/1408,Frado Dar
KAR/MAN/2024/1409,Abdul Chopra
KAR/HAS/2024/1410,Ekaja Singhal
KAR/BEL/2024/1411,Ati Mahal
KAR/MAN/2024/1412,Dalbir Lad
KAR/MAN/2024/1413,Lekha Khalsa
KAR/BEN/2024/1414,Hamsini Sibal
KAR/DAV/2024/1415,Samar Puri
KAR/BAL/2024/1416,Thomas Chaudhari
KAR/MYS/2024/1417,Shivansh Sachdev
KAR/BEN/2024/1418,Lakshit Din
KAR/KAL/2024/1419,Yash Sen
KAR/BEN/2024/1420,Waida Karan
KAR/BEN/2024/1421,Nandini Ramaswamy
KAR/KOP/2024/1422,Tarak Natarajan
KAR/BEN/2024/1423,Yatin Ramakrishnan
KAR/BEN/2024/1424,Banjeet Choudhury
KAR/BEN/2024/1425,Omya Bandi
KAR/MYS/2024/1426,Vanya Goyal
KAR/KOP/2024/1427,Harsh Kothari
KAR/BID/2024/1428,Vrishti Mallick
KAR/BEN/2024/1429,Ekani Keer
KAR/BAL/2024/1430,Waida Bahl
KAR/BEN/2024/1431,Shivansh Gole
KAR/KAL/2024/1432,Ekanta Ratta
KAR/RAI/2024/1433,Kritika Sarna
KAR/KOP/2024/1434,Nisha Dalal
KAR/KAL/2024/1435,Idika Dhingra
KAR/BEN/2024/1436,Sachi Chandra
KAR/BEN/2024/1437,Rayaan Kala
KAR/MAN/2024/1438,Lopa Chander
KAR/BEN/2024/1439,Parth Gade
KAR/MYS/2024/1440,Aarav Majumdar
KAR/BEN/2024/1441,Umang Shah
KAR/BEN/2024/1442,Neel Dubey
KAR/BEL/2024/1443,Nisha Kade
KAR/BEN/2024/1444,Noah Sawhney
KAR/SHI/2024/1445,Leela Devan
KAR/VIJ/2024/1446,Jeet Butala
KAR/DAV/2024/1447,Harsh Dewan
KAR/BEN/2024/1448,Tanveer Bala
KAR/VIJ/2024/1449,Atharv Saran
KAR/BEN/2024/1450,Kiaan Maharaj
KAR/KOL/2024/1451,Pranit Johal
KAR/BEN/2024/1452,Lohit Kunda
KAR/BEN/2024/1453,Urmi Tank
KAR/RAI/2024/1454,Sathvik Vora
KAR/BEN/2024/1455,Om Dewan
KAR/BEN/2024/1456,Jeevika Mall
KAR/DAV/2024/1457,Madhavi Sundaram
KAR/TUM/2024/1458,Qasim Sen
KAR/BEN/2024/1459,Onveer Sankaran
KAR/VIJ/2024/1460,Siddharth Sen
KAR/KOL/2024/1461,Omkaar Sampath
KAR/BEN/2024/1462,Raksha Pai
KAR/KOP/2024/1463,Jairaj Murthy
KAR/MYS/2024/1464,Victor Datta
KAR/SHI/2024/1465,Wishi Dalal
KAR/BEN/2024/1466,Robert Bumb
KAR/BEN/2024/1467,Frado Talwar
KAR/HUB/2024/1468,Bachittar Konda
KAR/BEN/2024/1469,Naksh Tripathi
KAR/HAS/2024/1470,Abeer Loyal
KAR/SHI/2024/1471,Kevin Toor
KAR/MAN/2024/1472,Gaurangi Murty
KAR/TUM/2024/1473,Sudiksha Chad
KAR/BEN/2024/1474,Adya Baria
KAR/VIJ/2024/1475,Chaitanya Master
KAR/KOP/2024/1476,Osha Gokhale
KAR/BEL/2024/1477,Sai Upadhyay
KAR/BEL/2024/1478,Raagini Prasad
KAR/KOP/2024/1479,Bhavika Kaul
KAR/BEN/2024/1480,Patrick Bhatnagar
KAR/MAN/2024/1481,Unnati Mukherjee
KAR/BEN/2024/1482,Pranav Choudhry
KAR/BEN/2024/1483,Amrita Badal
KAR/HAS/2024/1484,Charles Vora
KAR/UDU/2024/1485,Ekaja Lalla
KAR/BEN/2024/1486,Qadim Dani
KAR/MAN/2024/1487,Rachana Sura
KAR/RAI/2024/1488,Amol Varkey
KAR/BEN/2024/1489,Yahvi Raval
KAR/BEN/2024/1490,Ekapad Grover
KAR/BEN/2024/1491,Vasatika Singhal
KAR/HAS/2024/1492,Sai Prakash
KAR/HUB/2024/1493,Tanvi Nagi
KAR/CHI/2024/1494,Faqid Shere
KAR/CHI/2024/1495,Vihaan Dyal
KAR/BEN/2024/1496,Zashil Yadav
KAR/SHI/2024/1497,Liam Bath
KAR/KOL/2024/1498,Samarth Anand
KAR/BAL/2024/1499,Jackson Acharya
KAR/BEN/2024/1500,Aishani Chakraborty
KAR/BEN/2024/1501,Ridhi Nagi
KAR/VIJ/2024/1502,Gaurika Prasad
KAR/BEN/2024/1503,Kashvi Sidhu
KAR/BEN/2024/1504,Warjas Murthy
KAR/CHI/2024/1505,Pranav Anne
KAR/VIJ/2024/1506,Baghyawati Handa
KAR/BEN/2024/1507,Wyatt Karan
KAR/HAS/2024/1508,Suhani Dani
KAR/KOP/2024/1509,Ekaja Varkey
KAR/BEN/2024/1510,Ojas Sodhi
KAR/BEN/2024/1511,Watika Rattan
KAR/TUM/2024/1512,Lopa Tiwari
KAR/HAS/2024/1513,Ishaan Kurian
KAR/MAN/2024/1514,Yauvani Arya
KAR/UDU/2024/1515,Faqid Dara
KAR/MAN/2024/1516,Gaurika Venkatesh
KAR/BEN/2024/1517,Reva Sura
KAR/KOL/2024/1518,Laban Naidu
KAR/UDU/2024/1519,Tanay Kalita
KAR/RAI/2024/1520,Watika Swaminathan
KAR/BEN/2024/1521,Kai Garde
KAR/DAV/2024/1522,Leela Borde
KAR/BID/2024/1523,Victor Sarraf
KAR/MAN/2024/1524,Udarsh Nadkarni
KAR/BEN/2024/1525,Barkha Rajagopalan
KAR/KOL/2024/1526,Adya Ganesh
KAR/KOP/2024/1527,Gautami Ramanathan
KAR/HAS/2024/1528,Shaurya Bahl
KAR/BEN/2024/1529,Upma Krishnamurthy
KAR/BAL/2024/1530,Matthew Karan
KAR/BEN/2024/1531,Tanay Bahl
KAR/KOL/2024/1532,Adya Kala
KAR/DAV/2024/1533,Madhavi Sabharwal
KAR/BEN/2024/1534,Yashasvi Bora
KAR/BEN/2024/1535,Tristan Jaggi
KAR/BEN/2024/1536,Simon Tripathi
KAR/BEN/2024/1537,Lavanya Gara
KAR/KAL/2024/1538,Upasna Sarraf
KAR/BEN/2024/1539,Yoshita Dora
KAR/KAL/2024/1540,Finn Mane
KAR/KAL/2024/1541,Champak Atwal
KAR/HUB/2024/1542,Pahal Bansal
KAR/RAI/2024/1543,Omkaar Shah
KAR/TUM/2024/1544,Simon Bhandari
KAR/BEN/2024/1545,Brijesh Ramakrishnan
KAR/VIJ/2024/1546,Pranit Gandhi
KAR/MAN/2024/1547,Baljiwan Natarajan
KAR/CHI/2024/1548,Alexander Savant
KAR/HAS/2024/1549,Yashodhara Kara
KAR/MYS/2024/1550,Anvi Sangha
KAR/BEN/2024/1551,Samarth Basu
KAR/BEN/2024/1552,Abhiram Balasubramanian
KAR/BID/2024/1553,Nicholas Samra
KAR/MAN/2024/1554,Dev Sahni
KAR/BEN/2024/1555,Azad Mani
KAR/SHI/2024/1556,Harita Rai
KAR/BEN/2024/1557,Arjun Bhavsar
KAR/BAL/2024/1558,Saanvi Trivedi
KAR/MYS/2024/1559,Netra Chopra
KAR/UDU/2024/1560,Jagvi Bir
KAR/MYS/2024/1561,Ansh Lanka
KAR/CHI/2024/1562,Adweta Murty
KAR/BEN/2024/1563,Gopal Mahajan
KAR/SHI/2024/1564,Rajata Sarna
KAR/KOL/2024/1565,Yashoda Badal
KAR/MAN/2024/1566,Pushti Goyal
KAR/KOL/2024/1567,Ekaraj Nanda
KAR/KAL/2024/1568,Triya Yogi
KAR/BEN/2024/1569,Radha Malhotra
KAR/BEN/2024/1570,Vihaan Ahuja
KAR/SHI/2024/1571,Ekani Kade
KAR/BEN/2024/1572,Zayan Chakrabarti
KAR/TUM/2024/1573,Rachit Mane
KAR/BAL/2024/1574,Guneet Mukherjee
KAR/BEN/2024/1575,Garima Nayar
KAR/RAI/2024/1576,Nihal Morar
KAR/SHI/2024/1577,Elijah Anne
KAR/DAV/2024/1578,Yash Kar
KAR/HUB/2024/1579,Irya Bora
KAR/BAL/2024/1580,Pahal Loyal
KAR/BEN/2024/1581,Champak Khare
KAR/BEN/2024/1582,Nilima Andra
KAR/KOP/2024/1583,Aradhana Dhingra
KAR/KOL/2024/1584,Nidra Comar
KAR/HUB/2024/1585,Udant Yohannan
KAR/SHI/2024/1586,Charvi Ranganathan
KAR/BEN/2024/1587,Chanchal Dubey
KAR/RAI/2024/1588,Nathaniel Doshi
KAR/BEN/2024/1589,Omaja Mutti
KAR/BAL/2024/1590,Ranbir Devi
KAR/UDU/2024/1591,Keya Venkataraman
KAR/BEN/2024/1592,Andrew Sekhon
KAR/BEN/2024/1593,Agastya Mistry
KAR/BEN/2024/1594,Tejas Kari
KAR/BEL/2024/1595,Owen Saran
KAR/VIJ/2024/1596,Ekani Randhawa
KAR/KOP/2024/1597,Aahana Lala
KAR/CHI/2024/1598,Champak Wable
KAR/MYS/2024/1599,Jagrati Shankar
KAR/BEN/2024/1600,Ekiya Misra
KAR/BEN/2024/1601,Tanish Srinivas
KAR/CHI/2024/1602,Ayush Jani
KAR/HUB/2024/1603,Abhimanyu Mangat
KAR/BEN/2024/1604,Sudiksha Kapadia
KAR/CHI/2024/1605,Rohan Bali
KAR/RAI/2024/1606,Sara Loyal
KAR/BEN/2024/1607,Radhika Karnik
KAR/SHI/2024/1608,Hardik Krishna
KAR/SHI/2024/1609,Logan Dora
KAR/BAL/2024/1610,Faqid Bobal
KAR/BEL/2024/1611,Reva Sinha
KAR/BEN/2024/1612,Theodore Sane
KAR/KOL/2024/1613,Rehaan Contractor
KAR/MYS/2024/1614,Ishwar Nadig
KAR/UDU/2024/1615,Zayyan Dhawan
KAR/KOP/2024/1616,Avni Varma
KAR/KAL/2024/1617,Laksh Jani
KAR/BEN/2024/1618,Aryan Varty
KAR/MAN/2024/1619,Divya Khanna
KAR/BEN/2024/1620,Qarin Cheema
KAR/BEN/2024/1621,Hamsini Mukherjee
KAR/MAN/2024/1622,Yashawini Madan
KAR/BEN/2024/1623,Kamya Bobal
KAR/KOL/2024/1624,Arjun Mane
KAR/HAS/2024/1625,Irya Mani
KAR/HAS/2024/1626,Ishanvi Kannan
KAR/HUB/2024/1627,Oviya Bava
KAR/BEN/2024/1628,Anya Bhargava
KAR/RAI/2024/1629,Benjamin Loke
KAR/BEN/2024/1630,Chakradhar Sunder
KAR/VIJ/2024/1631,Rayaan Bains
KAR/VIJ/2024/1632,Bishakha Peri
KAR/HUB/2024/1633,Garima Shetty
KAR/BEN/2024/1634,Kalpit Kannan
KAR/BEN/2024/1635,Abhimanyu Verma
KAR/BEN/2024/1636,Sneha Natt
KAR/VIJ/2024/1637,Yashvi Garg
KAR/HAS/2024/1638,Ekani Jain
KAR/SHI/2024/1639,Bakhshi Mohanty
KAR/BEN/2024/1640,Gauri Baral
KAR/MAN/2024/1641,Omisha Upadhyay
KAR/KOP/2024/1642,Vinaya Dua
KAR/CHI/2024/1643,Jairaj Gade
KAR/MAN/2024/1644,Vedika Chander
KAR/MAN/2024/1645,Brinda Dave
KAR/HAS/2024/1646,Arya Kapadia
KAR/BEN/2024/1647,Darsh Minhas
KAR/UDU/2024/1648,Owen Varty
KAR/VIJ/2024/1649,Orinder Comar
KAR/RAI/2024/1650,Pranav Parmar
KAR/TUM/2024/1651,Jyoti Parikh
KAR/DAV/2024/1652,Eta Setty
KAR/MAN/2024/1653,Adweta Mall
KAR/BEN/2024/1654,Oviya Sathe
KAR/UDU/2024/1655,Harish Rajagopalan
KAR/BEN/2024/1656,Balveer Ramanathan
KAR/BEN/2024/1657,Dalaja Iyer
KAR/BEN/2024/1658,Utkarsh Andra
KAR/KOP/2024/1659,Gabriel Apte
KAR/CHI/2024/1660,Thomas Mann
KAR/BEN/2024/1661,Jairaj Sane
KAR/KAL/2024/1662,Ishaan Kalita
KAR/BEN/2024/1663,Rohan Borah
KAR/BAL/2024/1664,Sara Kannan
KAR/UDU/2024/1665,Nisha Kari
KAR/BEN/2024/1666,Rajata Khosla
KAR/RAI/2024/1667,Anya Ramakrishnan
KAR/MAN/2024/1668,Naksh Devi
KAR/TUM/2024/1669,Tanmayi Narayanan
KAR/BEN/2024/1670,Advay Desai
KAR/MAN/2024/1671,Faris Uppal
KAR/MAN/2024/1672,Fiyaz Saran
KAR/TUM/2024/1673,Anamika Sibal
KAR/HUB/2024/1674,Saumya Saha
KAR/BEN/2024/1675,Tristan Bhargava
KAR/HAS/2024/1676,Lakshit Saini
KAR/BEN/2024/1677,Kashvi Bumb
KAR/KAL/2024/1678,Faras Sen
KAR/TUM/2024/1679,Oeshi Sarma
KAR/BEN/2024/1680,Akshay Virk
KAR/BEN/2024/1681,Girish Choudhry
KAR/RAI/2024/1682,Rachita Bumb
KAR/RAI/2024/1683,Balhaar Krishnamurthy
KAR/BEN/2024/1684,Daksha Som
KAR/BEL/2024/1685,Garima Rana
KAR/RAI/2024/1686,Gavin Varughese
KAR/BEN/2024/1687,Chakrika Raju
KAR/BEN/2024/1688,Tejas Chanda
KAR/KOL/2024/1689,Isaiah Dugal
KAR/VIJ/2024/1690,Lakshit Misra
KAR/MAN/2024/1691,Vasudha Raj
KAR/BID/2024/1692,Ethan Seshadri
KAR/VIJ/2024/1693,Omya Patla
KAR/VIJ/2024/1694,David Bansal
KAR/MAN/2024/1695,Samar Nori
KAR/UDU/2024/1696,Nilima Jayaraman
KAR/BEN/2024/1697,Zaitra Kunda
KAR/BEN/2024/1698,Amruta Goyal
KAR/HAS/2024/1699,Lavanya Chand
KAR/TUM/2024/1700,Advay Yogi
KAR/BID/2024/1701,Tanay Bora
KAR/BEN/2024/1702,Deepa Varughese
KAR/BEL/2024/1703,Dhruv Prashad
KAR/BEN/2024/1704,Maanav Prabhakar
KAR/BEN/2024/1705,Vritti Thakur
KAR/BEN/2024/1706,Devika Merchant
KAR/BEN/2024/1707,Advika Malhotra
KAR/DAV/2024/1708,Forum Ahuja
KAR/KOL/2024/1709,Wakeeta Dyal
KAR/RAI/2024/1710,Mahika Dasgupta
KAR/BEN/2024/1711,Girindra Dhawan
KAR/BEN/2024/1712,Chaman Patil
KAR/DAV/2024/1713,Bhavani Ganesh
KAR/RAI/2024/1714,Rachita Chanda
KAR/BEN/2024/1715,Chanchal Samra
KAR/BEN/2024/1716,Madhav Mutti
KAR/BEN/2024/1717,Sachi Sachdeva
KAR/KOP/2024/1718,Pratyush Gandhi
KAR/MAN/2024/1719,Yahvi Kata
KAR/BEN/2024/1720,Owen Sachar
KAR/KOL/2024/1721,Wishi Khatri
KAR/BEL/2024/1722,Charles Chand
KAR/BEL/2024/1723,Rayaan Andra
KAR/BEN/2024/1724,Quincy Barad
KAR/MAN/2024/1725,Matthew Acharya
KAR/BEN/2024/1726,Ryan Raman
KAR/SHI/2024/1727,Orinder Chanda
KAR/SHI/2024/1728,Fitan Mann
KAR/MYS/2024/1729,Onkar Dhingra
KAR/BID/2024/1730,Champak Mitra
KAR/DAV/2024/1731,Qabil Narain
KAR/TUM/2024/1732,Vedant Aurora
KAR/BEN/2024/1733,Rajata Shankar
KAR/BEN/2024/1734,Harini Dora
KAR/KOP/2024/1735,Peter Patla
KAR/CHI/2024/1736,Yagnesh Bahl
KAR/KOP/2024/1737,Ucchal Bhagat
KAR/BEN/2024/1738,Gautam Shukla
KAR/BEN/2024/1739,George Bumb
KAR/BID/2024/1740,Aditya Lalla
KAR/HAS/2024/1741,Warjas Hora
KAR/KAL/2024/1742,Yuvraj Dey
KAR/CHI/2024/1743,Chavvi Borah
KAR/BEN/2024/1744,Rachit Nori
KAR/BEN/2024/1745,Janani Ganguly
KAR/HAS/2024/1746,Anthony Gulati
KAR/BEN/2024/1747,Pavani Dey
KAR/BID/2024/1748,Hitesh Karnik
KAR/KOP/2024/1749,Vivaan Dash
KAR/KOP/2024/1750,Fariq Chanda
KAR/MAN/2024/1751,Abhimanyu Chand
KAR/BEN/2024/1752,Zaid Master
KAR/MAN/2024/1753,Baghyawati Dhingra
KAR/BEN/2024/1754,Amara Madan
KAR/KOP/2024/1755,Amol Menon
KAR/HAS/2024/1756,Devika Edwin
KAR/MAN/2024/1757,Utkarsh Sarin
KAR/BEN/2024/1758,Harish Manne
KAR/RAI/2024/1759,Arin Sengupta
KAR/MAN/2024/1760,Yashica Golla
KAR/HUB/2024/1761,Nachiket Dhaliwal
KAR/MYS/2024/1762,Sathvik Rege
KAR/MYS/2024/1763,Eiravati Kurian
KAR/SHI/2024/1764,Rayaan Chatterjee
KAR/BID/2024/1765,Omya Lalla
KAR/UDU/2024/1766,Pratyush Kumar
KAR/RAI/2024/1767,Rachana Nagar
KAR/BEN/2024/1768,Ethan Nagar
KAR/BEN/2024/1769,Gopal Andra
KAR/BAL/2024/1770,Triveni Batta
KAR/MYS/2024/1771,Zinal Handa
KAR/RAI/2024/1772,Baljiwan Bains
KAR/BAL/2024/1773,Shivani Singhal
KAR/BEN/2024/1774,Yasti Walia
KAR/KOP/2024/1775,Nitara Kapur
KAR/TUM/2024/1776,Dhruv Aggarwal
KAR/KOP/2024/1777,Madhavi Bhagat
KAR/UDU/2024/1778,Jai Sachdeva
KAR/BEN/2024/1779,Rayaan Misra
KAR/BEN/2024/1780,Nidhi Mishra
KAR/RAI/2024/1781,Jairaj Contractor
KAR/BEN/2024/1782,Pahal Narain
KAR/MAN/2024/1783,Jackson Hora
KAR/BID/2024/1784,Karan Edwin
KAR/BEN/2024/1785,Jairaj Bhardwaj
KAR/BEN/2024/1786,Robert Prabhakar
KAR/SHI/2024/1787,Hemani Barad
KAR/MAN/2024/1788,Ishaan Kale
KAR/BEN/2024/1789,Jonathan Nair
KAR/HAS/2024/1790,Vincent Singhal
KAR/BEN/2024/1791,Ekalinga Vig
KAR/MAN/2024/1792,Jacob Kamdar
KAR/KOL/2024/1793,Sai Kala
KAR/MAN/2024/1794,Daksh Uppal
KAR/BEN/2024/1795,Charan Vala
KAR/BEN/2024/1796,Girindra Suri
KAR/MAN/2024/1797,Gaurika Saran
KAR/BEN/2024/1798,Yahvi Bhavsar
KAR/HAS/2024/1799,Rachita Dada
KAR/UDU/2024/1800,Neel Oza
KAR/DAV/2024/1801,Laksh Madan
KAR/BEN/2024/1802,Manbir Mohan
KAR/KOP/2024/1803,Meera Mallick
KAR/SHI/2024/1804,Vyanjana Mandal
KAR/TUM/2024/1805,Nitara Patil
KAR/UDU/2024/1806,Laksh Menon
KAR/BEN/2024/1807,Ishanvi Tank
KAR/UDU/2024/1808,Vanya Oommen
KAR/BEL/2024/1809,Adweta D’Alia
KAR/BEN/2024/1810,Max Bandi
KAR/BEN/2024/1811,Lakshmi Srivastava
KAR/BEN/2024/1812,Unni Bir
